# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "16" "-F" "SAF" "-a" "B.SAF" "-o" "B_counts.txt" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_RR.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_RR.bam
NA_peak_2061_G_Tb927.9.8400	Tb927_09_v5.1	1366309	1367861	.	1553	471	1214	779	220	335	148	211	6	3	5	7	15	16	22	14	5	13	10	3	1	9	4	1	6	1	1	5	1	0	0	2	0	0	1	4
NA_peak_2062_G_Tb927.9.8420	Tb927_09_v5.1	1372472	1373436	.	965	36	34	67	18	298	275	322	3	1	1	0	0	2	1	1	1	5	0	0	0	1	0	0	2	10	10	3	4	5	7	3	2	6	17	2
NA_peak_2063_G_Tb927.9.8540	Tb927_09_v5.1	1382159	1383309	.	1151	3363	13140	8202	5204	692	613	620	15	95	168	6	17	321	478	6	24	207	311	18	3	143	171	3	10	8	15	9	3	4	14	11	39	6	4	38
NA_peak_2064_G_Tb927.9.8720	Tb927_09_v5.1	1404004	1405018	.	1015	1940	2069	2311	1755	3661	278	2801	34	23	42	25	4	48	53	1	4	62	63	2	7	44	54	1	120	3	3	93	8	0	0	6	87	0	3	71
NA_peak_2065_G_Tb927.9.8740	Tb927_09_v5.1	1408327	1409675	.	1349	287	3545	5927	10139	535	577	174	6	6	5	3	19	82	61	2	29	111	121	1	48	156	184	4	5	0	0	1	4	0	0	10	6	0	1	2
NA_peak_2066_G_Tb927.9.8780	Tb927_09_v5.1	1417717	1418645	.	929	364	458	125	95	510	348	224	4	2	2	12	9	7	0	8	0	10	2	0	0	8	0	0	15	2	3	8	17	1	0	9	11	3	1	5
NA_peak_2067_G_Tb927.9.8810	Tb927_09_v5.1	1419490	1420621	.	1132	292	446	550	574	645	391	295	3	6	4	0	4	10	9	1	3	13	15	1	0	8	7	0	5	5	0	4	4	3	0	1	4	0	1	6
NA_peak_2068_G_Tb927.9.8820	Tb927_09_v5.1	1420802	1422094	.	1293	673	1122	239	375	1084	699	695	3	3	14	8	0	22	34	1	1	6	5	0	0	0	1	0	3	3	8	5	6	1	8	10	7	1	8	15
NA_peak_2070_R_Tb927.9.9000	Tb927_09_v5.1	1441805	1443315	.	1511	28	551	238	1019	601	403	407	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	3	9	3	1	4	0	4	3	7	4
NA_peak_2071_G_Tb927.9.9030	Tb927_09_v5.1	1446458	1447682	.	1225	2096	2773	2596	2695	2010	1507	1988	66	8	21	70	29	87	22	3	15	89	9	0	20	83	0	0	28	18	16	21	26	7	11	14	44	8	14	12
NA_peak_2072_G_Tb927.9.9060	Tb927_09_v5.1	1447844	1448865	.	1022	544	1580	247	759	264	287	353	4	22	20	6	9	15	9	4	5	2	8	1	0	3	3	0	1	2	3	6	1	2	1	2	0	0	0	6
NA_peak_2073_G_Tb927.9.9210	Tb927_09_v5.1	1468800	1469201	.	402	148	1003	656	328	80	42	40	5	0	7	10	46	2	26	53	47	1	2	55	17	0	5	27	0	0	3	4	0	0	0	1	0	0	1	2
NA_peak_2074_G_Tb927.9.9260	Tb927_09_v5.1	1472239	1473087	.	849	605	706	505	197	507	228	462	33	3	1	5	2	34	1	0	3	26	2	0	2	7	1	0	16	7	2	1	10	0	0	1	59	0	0	34
NA_peak_2075_R_Tb927.9.9260	Tb927_09_v5.1	1472772	1473018	.	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2076_G_Tb927.9.9290	Tb927_09_v5.1	1477587	1478512	.	926	582	1487	873	777	77	21	56	18	3	4	21	8	32	12	11	3	14	26	6	1	11	21	0	1	0	0	2	0	0	0	0	0	0	0	0
NA_peak_2077_G_Tb927.9.9310	Tb927_09_v5.1	1483726	1484651	.	926	4972	6549	3335	1500	2097	267	328	128	80	96	66	1	174	221	5	2	90	101	2	0	58	43	0	25	56	58	15	9	1	2	2	7	5	3	1
NA_peak_2079_G_Tb927.9.9420	Tb927_09_v5.1	1505582	1506337	.	756	386	483	142	68	1259	319	868	38	10	1	3	13	10	18	0	1	5	6	0	2	7	1	0	53	13	8	26	33	3	0	1	85	3	2	41
NA_peak_2080_R_Tb927.9.9430	Tb927_09_v5.1	1506621	1507098	.	478	52	144	349	510	9	4	113	5	2	0	0	5	14	0	0	4	25	0	0	7	35	0	0	0	0	0	0	0	0	0	0	15	0	0	2
NA_peak_2082_G_Tb927.9.9450	Tb927_09_v5.1	1508016	1508985	.	970	2439	1772	2770	5032	395	123	1517	81	2	10	67	8	37	54	2	9	64	88	4	18	90	129	2	4	0	0	11	5	0	0	2	60	0	1	48
NA_peak_2083_G_Tb927.9.9520	Tb927_09_v5.1	1513274	1514184	.	911	424	862	442	503	487	168	262	2	9	14	0	3	23	23	0	1	16	17	1	1	20	18	0	13	4	2	0	8	0	0	0	4	1	0	0
NA_peak_2084_G_Tb927.9.9550	Tb927_09_v5.1	1519389	1521808	.	2420	8494	28687	36868	43989	11516	10704	14274	70	113	111	66	93	234	371	21	111	273	467	19	114	312	553	21	167	2	8	139	140	1	5	129	199	5	42	172
NA_peak_2085_R_Tb927.9.9750	Tb927_09_v5.1	1553293	1553602	.	310	6	11	10	52	6	17	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
NA_peak_2086_G_Tb927.9.9780	Tb927_09_v5.1	1555308	1556039	.	732	210	466	141	115	145	33	51	6	2	6	7	1	24	10	1	0	6	6	0	0	5	2	0	2	0	0	1	0	0	0	1	0	0	0	0
NA_peak_2087_G_Tb927.9.9840	Tb927_09_v5.1	1559615	1561743	.	2129	44	518	206	289	35	83	116	0	0	0	2	4	10	5	0	2	0	1	0	1	2	6	0	0	0	2	1	0	0	0	0	0	1	6	1
NA_peak_2088_G_Tb927.9.9870	Tb927_09_v5.1	1564453	1565598	.	1146	3	167	183	126	23	4	59	0	0	0	0	0	9	3	0	0	9	8	0	1	3	6	0	0	2	0	0	0	1	0	0	0	1	2	0
NA_peak_2089_G_Tb927.9.9940	Tb927_09_v5.1	1572257	1573420	.	1164	15	107	67	85	21	4	14	0	1	2	0	5	0	0	3	2	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
NA_peak_2090_G_Tb927.9.9960	Tb927_09_v5.1	1575632	1576974	.	1343	271	465	883	160	751	786	484	9	2	4	5	13	3	5	4	22	1	2	13	6	0	1	4	2	12	14	5	0	21	26	5	3	13	10	1
NA_peak_2091_G_Tb927.9.9990	Tb927_09_v5.1	1579133	1580431	.	1299	326	1007	917	808	694	508	695	6	5	4	2	5	23	26	4	8	25	25	1	2	18	21	0	16	4	2	14	14	1	1	10	25	3	5	9
NA_peak_2092_G_Tb927.9.10040	Tb927_09_v5.1	1584985	1586125	.	1141	1070	4789	1571	897	4479	2077	575	7	40	34	2	13	118	194	8	4	50	46	1	4	22	20	8	1	110	180	1	0	57	75	0	1	20	20	0
NA_peak_2093_G_Tb927.9.10190	Tb927_09_v5.1	1603821	1605311	.	1491	536	696	544	817	1561	934	1422	13	7	0	0	37	0	0	0	46	1	0	0	42	1	0	0	32	64	0	1	12	49	2	0	35	79	1	0
NA_peak_2094_R_Tb927.9.10190	Tb927_09_v5.1	1604389	1605277	.	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2095_G_Tb927.9.10230	Tb927_09_v5.1	1607467	1608732	.	1266	885	1785	1262	1787	177	531	272	6	24	34	2	16	37	51	3	11	22	32	0	13	33	35	4	0	0	0	2	8	8	6	3	5	0	1	8
NA_peak_2096_G_Tb927.9.10280	Tb927_09_v5.1	1609774	1611855	.	2082	3088	5012	5865	6462	3024	2842	4243	117	28	34	86	67	85	89	36	61	115	116	15	49	161	117	2	72	6	4	60	72	1	3	52	130	9	11	111
NA_peak_2097_G_Tb927.9.10280	Tb927_09_v5.1	1611979	1613134	.	1156	273	879	740	806	174	111	131	8	1	0	1	16	0	0	0	20	1	0	0	19	1	0	0	2	3	0	0	3	0	0	0	2	0	0	0
NA_peak_2098_G_Tb927.9.10310	Tb927_09_v5.1	1617431	1618934	.	1504	2232	3169	3381	3357	6793	2396	4795	7	86	70	5	15	71	76	1	17	73	81	2	18	71	80	1	18	161	199	21	12	86	56	14	11	128	134	5
NA_peak_2099_G_Tb927.9.10340	Tb927_09_v5.1	1619860	1621469	.	1610	5877	5943	2812	1318	9035	10127	4106	96	69	62	92	12	77	78	49	2	61	59	1	1	26	27	0	27	32	28	135	34	3	8	153	11	3	13	80
NA_peak_2100_G_Tb927.9.10370	Tb927_09_v5.1	1626875	1628746	.	1872	7099	17445	16958	15075	4393	3681	4451	62	172	235	54	44	267	336	8	41	296	279	8	44	222	278	11	66	12	12	60	63	4	5	56	81	5	17	87
NA_peak_2101_G_Tb927.9.10470	Tb927_09_v5.1	1642703	1643510	.	808	84	126	69	161	75	37	26	0	3	3	1	2	3	3	2	0	1	4	1	2	3	3	0	4	1	1	1	2	0	0	0	1	0	1	0
NA_peak_2103_G_Tb927.9.10560	Tb927_09_v5.1	1659861	1661168	.	1308	206	1539	1047	1337	268	51	154	1	12	17	0	11	45	26	6	8	18	20	3	6	21	34	5	4	0	1	6	0	0	0	2	2	0	1	0
NA_peak_2104_G_Tb927.9.10570	Tb927_09_v5.1	1661710	1663586	.	1877	1455	5976	5759	6089	1745	1105	1325	8	9	19	12	23	81	84	3	27	90	99	5	36	82	107	3	22	2	0	17	21	0	0	14	24	0	2	20
NA_peak_2105_G_Tb927.9.10630	Tb927_09_v5.1	1664427	1666358	.	1932	836	919	604	316	835	523	493	8	7	12	11	5	17	11	1	3	9	8	0	0	8	2	0	7	0	0	12	9	1	0	3	6	0	1	3
NA_peak_2107_G_Tb927.9.10640	Tb927_09_v5.1	1668821	1670702	.	1882	763	1175	677	436	402	91	251	14	7	5	9	7	18	24	1	5	11	9	0	1	6	7	0	1	1	2	4	1	1	0	0	5	1	3	2
NA_peak_2108_G_Tb927.9.10770	Tb927_09_v5.1	1696932	1698854	.	1923	1495	2600	3782	7321	330	513	326	4	62	58	5	15	73	96	1	15	94	108	3	28	150	158	1	16	0	2	10	14	0	0	18	9	0	2	8
NA_peak_2109_G_Tb927.9.10770	Tb927_09_v5.1	1699073	1700254	.	1182	142	1802	2984	4075	34	12	41	3	4	3	1	14	64	45	2	20	84	64	4	26	106	97	1	1	0	0	2	2	0	0	0	2	0	0	0
NA_peak_2110_G_Tb927.9.10790	Tb927_09_v5.1	1701346	1702769	.	1424	3355	8970	5636	4830	444	353	33	13	74	79	9	12	131	195	4	11	113	132	5	8	81	135	2	2	0	0	3	0	0	0	1	0	0	0	1
NA_peak_2111_G_Tb927.9.10830	Tb927_09_v5.1	1707867	1708766	.	900	75	225	207	56	197	87	153	0	0	4	1	1	3	4	0	2	6	11	0	2	1	0	1	9	1	1	7	4	0	0	7	9	0	0	4
NA_peak_2112_G_Tb927.9.10920	Tb927_09_v5.1	1716514	1718229	.	1716	1756	4039	1958	1269	3753	1365	1307	13	19	29	20	47	18	41	28	21	16	19	8	7	13	21	4	34	23	36	36	12	6	4	11	9	11	11	9
NA_peak_2113_G_Tb927.9.10930	Tb927_09_v5.1	1720314	1721362	.	1049	307	593	503	172	714	520	1488	18	2	2	19	1	12	7	0	3	12	2	0	0	5	2	0	31	1	0	29	13	0	0	27	47	0	0	64
NA_peak_2114_G_Tb927.9.10950	Tb927_09_v5.1	1722919	1724553	.	1635	385	579	358	243	61	21	28	7	4	6	10	10	5	9	11	8	3	3	9	4	1	4	2	0	1	0	0	0	0	0	0	0	1	0	0
NA_peak_2117_G_Tb927.9.11230	Tb927_09_v5.1	1776303	1777066	.	764	808	2597	2375	1176	4297	2363	3751	51	4	2	30	127	1	0	102	119	0	0	97	64	0	0	47	193	1	0	151	95	0	0	77	190	0	3	122
NA_peak_2118_G_Tb927.9.11330	Tb927_09_v5.1	1784100	1785676	.	1577	3261	8092	10030	12352	8551	5867	4395	11	78	74	7	168	7	55	159	199	11	49	154	255	7	64	188	0	186	203	0	0	142	133	1	16	95	91	4
NA_peak_2119_G_Tb927.9.11490	Tb927_09_v5.1	1793131	1794802	.	1672	922	3127	1621	1089	709	608	757	2	4	10	12	32	3	10	56	20	1	9	33	11	0	4	19	0	7	9	7	0	6	15	1	3	11	11	0
NA_peak_2120_G_Tb927.9.11500	Tb927_09_v5.1	1796312	1797288	.	977	140	185	247	37	541	198	369	1	2	7	0	2	0	1	12	3	0	1	3	1	0	0	1	0	11	12	0	0	2	8	1	1	10	9	0
NA_peak_2122_G_Tb927.9.11540	Tb927_09_v5.1	1802692	1803377	.	686	3275	2620	1963	3161	2100	840	503	66	99	26	10	24	69	62	27	15	65	53	11	14	29	32	5	3	50	47	3	1	3	1	0	1	10	1	0
NA_peak_2123_G_Tb927.9.11580	Tb927_09_v5.1	1804908	1805793	.	886	626	1206	359	327	399	425	845	25	3	7	25	32	2	20	35	7	5	4	13	3	2	9	0	3	1	14	5	0	1	17	7	34	0	6	58
NA_peak_2124_G_Tb927.9.11600	Tb927_09_v5.1	1809029	1810759	.	1731	626	8442	14547	22365	2110	1173	1954	10	4	11	14	145	0	38	183	215	9	62	256	340	10	87	369	2	23	63	0	0	17	30	0	5	23	66	1
NA_peak_2125_G_Tb927.9.11660	Tb927_09_v5.1	1813569	1814579	.	1011	231	187	112	61	204	43	21	5	12	11	3	3	0	1	1	3	0	0	5	3	0	0	2	1	10	2	2	0	0	2	0	0	1	0	0
NA_peak_2126_G_Tb927.9.11720	Tb927_09_v5.1	1823270	1825047	.	1778	3454	5101	3564	357	8615	3376	6603	55	38	50	39	112	1	5	86	86	0	6	68	12	0	0	9	31	131	152	36	0	76	66	3	10	138	136	5
NA_peak_2127_G_Tb927.9.11750	Tb927_09_v5.1	1826879	1827457	.	579	40	193	97	32	9	31	437	3	0	0	0	13	0	0	2	1	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	1	25	12	0
NA_peak_2128_G_Tb927.9.11770	Tb927_09_v5.1	1834257	1835372	.	1116	1476	3618	2581	1468	3433	3330	3462	34	8	17	43	94	0	7	93	53	0	5	75	50	1	7	24	7	15	184	3	1	25	196	3	3	15	208	0
NA_peak_2129_G_Tb927.9.11790	Tb927_09_v5.1	1836051	1837200	.	1150	3062	6688	7077	1185	6149	5504	6569	62	17	34	52	150	0	4	160	151	0	6	154	32	0	4	20	7	18	34	8	3	22	44	4	5	27	40	4
NA_peak_2130_G_Tb927.9.11800	Tb927_09_v5.1	1837862	1839708	.	1847	1335	3709	2652	1534	1386	1256	1389	49	15	3	18	146	0	6	40	130	1	5	25	31	0	5	16	4	25	1	0	0	20	1	1	5	25	1	3
NA_peak_2131_G_Tb927.9.11910	Tb927_09_v5.1	1863172	1863921	.	750	1445	4515	1039	887	517	386	635	7	85	85	13	9	208	291	5	1	59	62	0	0	44	55	0	12	4	11	12	3	32	3	4	3	53	15	1
NA_peak_2132_G_Tb927.9.11930	Tb927_09_v5.1	1865167	1867302	.	2136	3312	3392	2717	3761	3570	1654	2629	46	32	51	41	37	16	44	33	34	17	20	30	58	2	13	71	52	2	8	55	25	0	1	25	45	1	8	41
NA_peak_2133_G_Tb927.9.11940	Tb927_09_v5.1	1867773	1869081	.	1309	948	1324	1774	1386	548	902	1023	3	29	33	1	48	1	6	27	60	1	3	45	31	1	7	38	0	19	18	0	0	33	26	0	3	22	30	2
NA_peak_2134_R_Tb927.9.11960	Tb927_09_v5.1	1870437	1870653	.	217	0	5	1	41	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2135_G_Tb927.9.12040	Tb927_09_v5.1	1879624	1880872	.	1249	173	358	89	98	625	643	239	4	2	0	3	7	7	5	2	1	0	0	0	1	2	0	0	5	13	4	8	3	20	18	4	5	0	1	2
NA_peak_2136_G_Tb927.9.12110	Tb927_09_v5.1	1895955	1898061	.	2107	3414	13035	9928	7178	2748	3189	2267	45	24	28	50	190	4	38	174	146	2	37	127	126	2	23	98	5	32	31	3	2	40	47	2	7	29	35	1
NA_peak_2137_G_Tb927.9.12170	Tb927_09_v5.1	1903172	1906155	.	2984	639	1522	1287	1295	33	41	14	11	11	9	10	9	26	31	2	5	23	21	0	4	26	23	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2138_G_Tb927.9.12170	Tb927_09_v5.1	1906450	1907486	.	1037	2326	6210	615	1421	267	176	42	18	38	50	57	2	151	171	8	2	24	17	1	1	51	49	1	0	3	9	0	0	3	3	3	0	0	1	0
NA_peak_2140_G_Tb927.9.12320	Tb927_09_v5.1	1920695	1923337	.	2643	5048	11070	8183	5802	2184	1654	1385	67	29	21	38	152	8	20	70	119	5	12	60	104	6	13	43	7	36	13	4	4	27	9	0	6	22	11	0
NA_peak_2141_G_Tb927.9.12340	Tb927_09_v5.1	1925174	1925604	.	431	4	1006	699	482	9	7	117	1	0	0	0	65	1	2	58	46	1	0	47	31	0	1	27	0	0	0	0	0	0	0	0	10	0	0	6
NA_peak_2143_G_Tb927.9.12450	Tb927_09_v5.1	1947011	1948097	.	1087	190	1851	2310	5448	49	26	68	0	0	2	3	8	48	53	1	15	56	64	0	17	112	164	2	6	0	0	2	0	0	1	0	3	0	1	2
NA_peak_2144_G_Tb927.9.12470	Tb927_09_v5.1	1949214	1949993	.	780	80	533	315	19	944	567	425	3	1	3	0	0	11	19	0	0	10	15	0	0	0	0	0	0	34	41	0	0	18	22	0	0	17	25	0
NA_peak_2145_G_Tb927.9.12480	Tb927_09_v5.1	1950811	1951579	.	769	723	1595	1882	2046	8	5	5	35	0	0	32	49	0	0	68	76	0	0	77	83	0	0	86	0	0	1	0	0	0	0	0	0	0	1	0
NA_peak_2146_G_Tb927.9.12510	Tb927_09_v5.1	1961121	1962670	.	1550	1402	1562	921	561	3847	1750	5327	45	22	39	42	37	0	7	35	21	0	7	22	11	0	3	12	4	91	116	1	0	58	55	1	0	132	177	0
NA_peak_2147_R_Tb927.9.12510	Tb927_09_v5.1	1961864	1962081	.	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2148_G_Tb927.9.12510	Tb927_09_v5.1	1964193	1966397	.	2205	4786	9906	13482	18102	1630	2172	3009	119	12	21	92	170	7	49	151	206	1	53	217	269	6	64	233	1	47	28	0	3	51	31	0	1	98	77	2
NA_peak_2149_G_Tb927.9.12690	Tb927_09_v5.1	1995574	1996377	.	804	1307	2828	997	302	114	60	140	58	2	3	51	111	1	5	108	32	0	9	38	7	1	7	4	1	2	2	2	0	2	4	0	0	5	0	0
NA_peak_2150_G_Tb927.9.12700	Tb927_09_v5.1	1997742	1999229	.	1488	1860	2160	3669	3971	737	792	1198	29	42	38	26	40	2	18	49	64	2	30	66	90	3	36	82	0	9	18	1	1	11	16	0	2	29	35	1
NA_peak_2151_G_Tb927.9.12730	Tb927_09_v5.1	2003678	2004557	.	880	1444	4624	4290	2901	411	884	1430	1	49	45	1	13	122	139	0	4	134	137	1	1	83	86	0	1	10	5	2	2	33	29	1	1	42	53	2
NA_peak_2152_G_Tb927.9.12740	Tb927_09_v5.1	2006006	2006767	.	762	5226	9057	3938	1786	4143	151	32	139	125	130	103	152	220	233	109	44	119	117	47	1	81	76	0	176	0	3	129	1	6	4	1	0	1	2	1
NA_peak_2153_R_Tb927.9.12770	Tb927_09_v5.1	2012360	2012889	.	530	3	75	2	89	124	17	21	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	6	0	0	1	1	0	0	0	0
NA_peak_2154_G_Tb927.9.12780	Tb927_09_v5.1	2015735	2017004	.	1270	2640	3055	707	1498	3764	1634	1643	40	29	40	15	6	65	73	6	13	8	7	11	11	23	35	11	45	48	44	27	27	1	8	25	34	1	10	31
NA_peak_2156_G_Tb927.9.12790	Tb927_09_v5.1	2019371	2020849	.	1479	1109	2132	1843	1083	73	14	8	53	5	8	30	16	43	46	12	8	34	39	9	5	25	20	3	0	2	0	1	0	0	0	0	0	0	0	0
NA_peak_2157_G_Tb927.9.12800	Tb927_09_v5.1	2024049	2025108	.	1060	960	2888	1706	1030	1460	1439	1731	17	23	18	20	81	0	0	73	40	0	0	53	28	0	0	39	35	6	2	36	0	45	44	0	8	45	58	8
NA_peak_2158_G_Tb927.9.12820	Tb927_09_v5.1	2027141	2028348	.	1208	926	2438	1281	911	1239	450	630	13	20	17	4	65	7	13	45	38	2	0	17	29	0	4	23	5	42	24	4	0	9	4	0	2	18	3	0
