# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-F" "SAF" "-a" "merge_macs_BSF_G/merge_macs_BSF_G.SAF" "-o" "merge_macs_BSF_G/merge_macs_BSF_G_counts.txt" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_RR.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_RR.bam
NA_peak_788	Tb927_03_v5.1	26439	26941	.	503	370	1002	1100	1107	2	5	1	1	0	2	2	2	0	3	0	0	3	0	1	1
NA_peak_789	Tb927_03_v5.1	26981	27829	.	849	456	1264	1239	1566	0	4	45	18	0	0	89	41	0	0	70	45	13	0	107	75
NA_peak_790	Tb927_03_v5.1	28700	29225	.	526	362	1059	952	1080	4	2	2	15	9	10	7	41	5	9	9	39	7	13	4	42
NA_peak_791	Tb927_03_v5.1	33033	33477	.	445	226	376	401	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_792	Tb927_03_v5.1	35980	36466	.	487	172	349	371	469	0	0	0	3	0	0	1	9	0	0	0	5	0	0	0	22
NA_peak_793	Tb927_03_v5.1	36926	37436	.	511	292	186	734	123	0	0	1	12	0	0	1	12	0	0	1	27	0	0	1	8
NA_peak_794	Tb927_03_v5.1	39973	40450	.	478	199	726	445	479	5	6	0	0	18	35	1	0	17	17	0	1	16	20	0	0
NA_peak_795	Tb927_03_v5.1	41268	42107	.	840	414	1250	1059	751	3	7	21	1	1	25	10	3	1	13	2	10	7	17	1	10
NA_peak_796	Tb927_03_v5.1	42774	43167	.	394	328	544	532	403	0	1	0	3	0	1	2	8	0	0	3	6	0	6	2	10
NA_peak_797	Tb927_03_v5.1	48223	49082	.	860	1699	6636	4376	4864	2	31	41	1	10	110	217	0	2	134	124	0	7	126	123	1
NA_peak_798	Tb927_03_v5.1	51459	52169	.	711	862	1519	962	1250	0	3	19	40	0	0	61	13	0	0	39	4	0	0	53	18
NA_peak_799	Tb927_03_v5.1	54367	56622	.	2256	1330	2967	2318	2884	2	2	10	21	0	10	32	5	0	14	20	1	2	18	31	3
NA_peak_800	Tb927_03_v5.1	69358	71067	.	1710	149	671	274	471	2	3	0	0	0	16	10	2	2	4	0	0	3	6	0	3
NA_peak_801	Tb927_03_v5.1	71396	72726	.	1331	494	1850	992	1163	0	5	6	14	0	0	12	67	0	0	10	36	0	0	18	43
NA_peak_802	Tb927_03_v5.1	76618	77058	.	441	608	1860	1599	1350	6	9	0	0	7	21	0	0	2	13	2	0	2	18	0	0
NA_peak_803	Tb927_03_v5.1	79261	79584	.	324	198	525	465	595	4	1	0	6	0	16	0	0	0	13	0	0	1	16	0	0
NA_peak_804	Tb927_03_v5.1	82574	84274	.	1701	1685	3606	3645	3782	12	24	13	2	4	46	34	3	1	53	31	1	8	52	28	2
NA_peak_805	Tb927_03_v5.1	84403	86569	.	2167	2395	6603	5389	6776	22	25	19	27	60	34	101	67	36	44	101	40	60	69	128	35
NA_peak_806	Tb927_03_v5.1	93532	93909	.	378	1036	1992	1318	1039	43	48	1	36	1	1	1	2	0	0	2	0	0	0	9	0
NA_peak_807	Tb927_03_v5.1	103752	104320	.	569	624	934	794	1491	0	2	0	0	0	4	0	0	1	1	0	0	1	2	0	0
NA_peak_808	Tb927_03_v5.1	112450	112820	.	371	594	711	744	883	0	0	6	7	1	0	6	7	1	0	11	4	1	5	9	3
NA_peak_809	Tb927_03_v5.1	113622	114167	.	546	481	808	596	783	2	0	0	0	6	0	0	0	5	0	0	0	1	0	0	0
NA_peak_810	Tb927_03_v5.1	114316	115100	.	785	535	1206	946	1280	0	0	19	28	0	0	29	62	0	0	18	53	0	0	30	67
NA_peak_811	Tb927_03_v5.1	116572	117339	.	768	253	1341	1186	1375	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NA_peak_812	Tb927_03_v5.1	120233	120575	.	343	99	217	231	238	0	0	5	5	0	0	24	26	0	0	31	30	0	0	25	28
NA_peak_813	Tb927_03_v5.1	122110	122496	.	387	411	1092	1027	971	7	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_814	Tb927_03_v5.1	127524	128051	.	528	468	980	693	866	0	0	7	25	0	0	51	0	0	0	24	5	0	0	32	2
NA_peak_815	Tb927_03_v5.1	129909	131940	.	2032	491	1217	1663	1312	4	24	22	4	20	4	12	34	21	35	9	22	25	2	15	35
NA_peak_816	Tb927_03_v5.1	132959	133348	.	390	21	23	65	7	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0
NA_peak_817	Tb927_03_v5.1	137008	138291	.	1284	5353	9854	8275	8836	174	71	36	98	223	10	1	138	183	8	0	116	251	2	0	156
NA_peak_818	Tb927_03_v5.1	145550	147200	.	1651	1785	3551	2549	2361	17	14	5	6	23	23	25	25	19	13	13	21	18	14	25	22
NA_peak_819	Tb927_03_v5.1	147649	149509	.	1861	1548	2317	2258	3570	25	31	24	11	43	3	3	27	37	1	1	29	67	4	11	42
NA_peak_820	Tb927_03_v5.1	150061	150788	.	728	205	508	334	870	0	0	9	12	0	0	12	9	0	0	10	4	0	0	16	25
NA_peak_821	Tb927_03_v5.1	151007	152151	.	1145	1249	2222	2083	4274	3	15	7	1	9	29	4	1	9	22	3	0	16	62	9	2
NA_peak_822	Tb927_03_v5.1	158727	159457	.	731	5358	9310	5641	5539	169	70	7	10	338	6	0	29	218	1	0	13	252	0	0	15
NA_peak_823	Tb927_03_v5.1	162464	162894	.	431	68	240	70	129	0	0	2	0	1	0	4	19	0	0	0	5	0	0	2	12
NA_peak_824	Tb927_03_v5.1	166722	167779	.	1058	2960	3676	7582	5792	25	74	66	1	51	75	61	1	48	155	148	0	50	125	120	0
NA_peak_825	Tb927_03_v5.1	187000	187650	.	651	275	592	466	459	6	0	1	7	2	0	1	15	0	0	0	4	6	2	3	10
NA_peak_826	Tb927_03_v5.1	195352	196425	.	1074	4727	13272	9952	11025	79	54	89	10	80	195	315	43	106	153	208	29	10	235	265	31
NA_peak_827	Tb927_03_v5.1	211640	212053	.	414	4	28	27	67	0	0	0	0	2	0	0	0	1	1	0	0	5	0	1	4
NA_peak_828	Tb927_03_v5.1	213357	214411	.	1055	1466	4341	5288	3843	34	30	29	31	142	4	6	95	190	4	1	119	115	16	10	82
NA_peak_829	Tb927_03_v5.1	226655	227051	.	397	201	363	215	396	7	1	2	0	10	5	0	0	3	6	0	0	10	6	1	1
NA_peak_830	Tb927_03_v5.1	229012	229505	.	494	0	33	19	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NA_peak_831	Tb927_03_v5.1	233233	234010	.	778	332	1526	381	322	2	14	16	2	14	40	47	11	3	14	4	4	6	5	6	4
NA_peak_832	Tb927_03_v5.1	242284	243128	.	845	1291	2312	1501	1872	2	0	18	81	1	0	43	24	0	0	33	8	0	0	62	23
NA_peak_833	Tb927_03_v5.1	244057	244912	.	856	2058	7970	2335	2430	51	36	27	44	13	251	300	5	10	81	97	5	4	104	78	7
NA_peak_834	Tb927_03_v5.1	245908	247982	.	2075	1504	6452	5796	9102	19	16	28	14	15	103	93	8	4	98	93	2	21	129	148	7
NA_peak_835	Tb927_03_v5.1	251235	252668	.	1434	2174	4205	4465	4771	60	18	21	58	55	36	52	47	65	44	47	64	92	41	61	66
NA_peak_836	Tb927_03_v5.1	253090	253792	.	703	422	684	692	857	0	0	6	9	0	0	13	21	1	0	9	24	0	0	21	23
NA_peak_837	Tb927_03_v5.1	256557	257775	.	1219	1576	3801	1423	2637	14	23	40	19	5	72	96	8	1	38	44	6	12	51	62	16
NA_peak_838	Tb927_03_v5.1	258584	260076	.	1493	1524	4162	5749	3850	26	1	11	54	64	9	22	107	117	15	27	137	78	9	23	99
NA_peak_839	Tb927_03_v5.1	263485	264202	.	718	314	1247	634	890	1	2	17	4	1	7	58	5	0	7	22	0	1	4	37	5
NA_peak_840	Tb927_03_v5.1	266389	267224	.	836	458	1092	240	458	0	3	10	3	1	5	18	1	1	0	0	4	1	2	13	1
NA_peak_841	Tb927_03_v5.1	274691	275391	.	701	1519	2346	2508	1643	4	79	71	4	4	78	64	6	1	69	85	1	0	63	51	0
NA_peak_842	Tb927_03_v5.1	280668	281306	.	639	42	23	35	163	3	1	1	1	0	1	0	0	0	0	0	0	0	1	7	0
NA_peak_843	Tb927_03_v5.1	281362	281771	.	410	14	23	27	56	0	0	0	2	0	0	1	0	0	0	3	0	0	0	0	0
NA_peak_844	Tb927_03_v5.1	282666	283581	.	916	108	366	524	633	3	7	2	3	2	7	9	7	14	4	0	4	11	10	19	12
NA_peak_845	Tb927_03_v5.1	286058	286973	.	916	1651	1505	3976	2537	1	54	70	1	0	54	41	1	4	113	150	3	2	74	95	0
NA_peak_846	Tb927_03_v5.1	293549	295491	.	1943	4594	13371	3194	3592	22	66	57	0	39	135	186	0	38	17	12	0	28	30	40	0
NA_peak_847	Tb927_03_v5.1	304781	305084	.	304	0	9	2	16	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
NA_peak_848	Tb927_03_v5.1	318925	319344	.	420	175	1062	1274	496	5	6	0	0	31	25	1	0	4	40	0	0	8	24	0	0
NA_peak_849	Tb927_03_v5.1	323014	324873	.	1860	358	1033	981	941	4	5	8	3	2	8	17	0	0	12	31	1	5	12	21	0
NA_peak_850	Tb927_03_v5.1	326536	327769	.	1234	2666	8039	4535	6919	60	10	39	24	7	16	145	6	8	9	86	7	9	38	153	4
NA_peak_851	Tb927_03_v5.1	330127	331317	.	1191	700	1407	1392	1719	12	3	14	11	15	22	28	17	10	19	36	18	12	14	55	23
NA_peak_852	Tb927_03_v5.1	333946	335161	.	1216	1407	2287	2174	3050	15	10	21	29	35	17	20	33	37	10	14	34	118	24	35	107
NA_peak_853	Tb927_03_v5.1	335944	336299	.	356	2147	2147	4385	383	3	104	21	1	4	97	8	0	0	152	22	0	0	24	0	0
NA_peak_854	Tb927_03_v5.1	336387	336693	.	307	1627	1937	3479	346	0	4	83	3	0	0	48	3	0	3	157	0	0	0	0	0
NA_peak_855	Tb927_03_v5.1	339615	340812	.	1198	552	1768	394	489	4	9	18	8	2	41	47	1	1	9	12	2	2	7	3	5
NA_peak_856	Tb927_03_v5.1	340874	342253	.	1380	569	1945	507	839	9	7	11	8	1	34	81	2	0	9	22	2	3	13	12	6
NA_peak_857	Tb927_03_v5.1	345908	346994	.	1087	871	5666	6360	4375	14	21	26	17	2	132	139	1	1	165	172	2	5	115	135	1
NA_peak_858	Tb927_03_v5.1	350434	351137	.	704	327	1052	487	1260	14	1	2	15	36	1	1	30	21	0	2	12	40	5	10	30
NA_peak_859	Tb927_03_v5.1	352217	353308	.	1092	255	6147	2089	9152	5	11	7	0	0	187	161	1	0	77	66	0	4	286	253	1
NA_peak_860	Tb927_03_v5.1	353367	353739	.	373	89	423	60	112	5	2	1	0	0	16	0	0	0	3	0	0	2	1	0	0
NA_peak_861	Tb927_03_v5.1	355524	356472	.	949	266	1372	1802	1423	4	2	2	3	36	7	14	37	53	28	22	47	20	39	41	10
NA_peak_862	Tb927_03_v5.1	361728	362587	.	860	262	3331	13	408	0	15	8	0	2	136	36	0	0	0	0	1	0	24	2	0
NA_peak_863	Tb927_03_v5.1	368604	368979	.	376	1771	2424	1659	1987	39	62	1	0	37	75	0	0	34	46	0	0	62	64	0	0
NA_peak_864	Tb927_03_v5.1	369228	370124	.	897	2569	4109	2645	3561	0	3	75	1	2	1	0	0	0	0	0	0	1	0	1	0
NA_peak_865	Tb927_03_v5.1	370133	370783	.	651	946	2418	1571	1992	0	0	35	29	0	0	111	46	0	0	70	24	0	0	94	35
NA_peak_866	Tb927_03_v5.1	372572	372986	.	415	2902	3278	3903	2173	188	77	0	0	207	20	0	0	303	32	0	0	134	23	0	0
NA_peak_867	Tb927_03_v5.1	377138	378683	.	1546	1666	3262	3081	3492	10	26	33	11	31	30	32	37	33	32	29	34	33	28	46	41
NA_peak_868	Tb927_03_v5.1	387002	387462	.	461	277	690	350	458	0	0	5	34	0	0	9	26	0	0	5	16	0	0	7	12
NA_peak_869	Tb927_03_v5.1	393219	393529	.	311	123	393	226	256	0	0	7	7	0	0	10	30	0	0	5	11	0	0	3	15
NA_peak_870	Tb927_03_v5.1	400785	401706	.	922	866	2566	1538	1908	8	5	0	0	16	10	0	1	3	4	0	0	5	5	0	0
NA_peak_871	Tb927_03_v5.1	401949	402307	.	359	174	526	329	257	0	0	4	4	0	0	10	16	0	0	7	9	0	0	14	3
NA_peak_872	Tb927_03_v5.1	402559	403936	.	1378	564	1177	1001	1105	13	5	14	8	8	18	21	14	3	24	31	3	9	33	33	8
NA_peak_873	Tb927_03_v5.1	404052	404666	.	615	23	196	58	246	0	0	1	1	0	4	6	1	0	2	4	1	0	7	6	1
NA_peak_874	Tb927_03_v5.1	407480	408448	.	969	147	1214	470	377	1	1	5	2	11	28	18	11	3	21	12	3	4	4	8	12
NA_peak_875	Tb927_03_v5.1	408790	410318	.	1529	2271	3921	2662	3540	68	13	0	0	63	12	0	0	52	7	0	0	59	24	0	0
NA_peak_876	Tb927_03_v5.1	410420	411493	.	1074	2332	3234	2287	2976	3	7	29	54	0	0	29	81	0	0	28	67	0	0	34	64
NA_peak_877	Tb927_03_v5.1	420978	421810	.	833	512	768	845	603	2	13	23	4	11	12	10	16	11	4	8	21	8	5	13	10
NA_peak_878	Tb927_03_v5.1	425503	426307	.	805	4636	13650	3919	8341	142	62	18	111	457	34	17	322	106	24	16	88	295	14	4	221
NA_peak_879	Tb927_03_v5.1	428444	428783	.	340	50	159	10	16	4	3	0	0	1	6	0	0	0	0	0	0	0	0	0	0
NA_peak_880	Tb927_03_v5.1	434078	435091	.	1014	1934	5788	3450	3648	31	58	66	31	10	145	187	0	1	108	118	0	9	110	148	0
NA_peak_881	Tb927_03_v5.1	443697	444255	.	559	2180	743	559	8044	98	0	20	103	16	0	6	39	8	0	2	25	414	0	11	292
NA_peak_882	Tb927_03_v5.1	445665	448259	.	2595	5731	8784	9795	8305	45	46	59	31	44	77	98	48	30	93	113	20	42	86	94	24
NA_peak_883	Tb927_03_v5.1	451772	453009	.	1238	1000	2076	2480	699	25	33	33	10	14	81	51	3	13	84	81	1	67	2	4	38
NA_peak_884	Tb927_03_v5.1	459538	460528	.	991	93	391	287	622	6	2	2	6	11	1	5	14	10	1	0	5	15	6	7	24
NA_peak_885	Tb927_03_v5.1	464824	465685	.	862	453	1028	765	1313	0	1	6	7	1	0	4	24	2	0	1	16	3	1	4	37
NA_peak_886	Tb927_03_v5.1	469184	471206	.	2023	1554	3768	3404	4124	21	18	29	20	62	7	15	51	60	3	3	69	79	1	24	77
NA_peak_887	Tb927_03_v5.1	481661	482669	.	1009	400	9189	7977	5451	19	42	0	18	309	0	0	260	299	0	1	236	191	1	1	197
NA_peak_888	Tb927_03_v5.1	487280	488375	.	1096	438	884	738	795	27	1	0	13	23	2	2	8	25	2	1	2	27	1	2	5
NA_peak_889	Tb927_03_v5.1	490794	491742	.	949	2745	7056	2524	6175	16	67	119	24	32	125	166	71	37	8	20	63	87	61	104	137
NA_peak_890	Tb927_03_v5.1	500131	501296	.	1166	1110	2176	1871	2780	2	1	33	22	0	0	35	13	1	0	35	3	1	3	55	5
NA_peak_891	Tb927_03_v5.1	518910	520204	.	1295	24	346	39	78	0	0	0	0	8	1	1	7	0	3	1	3	3	0	0	3
NA_peak_892	Tb927_03_v5.1	522524	523104	.	581	1544	3314	2657	1489	1	0	10	72	0	0	19	116	0	0	6	93	0	0	9	52
NA_peak_893	Tb927_03_v5.1	523829	525225	.	1397	4241	5679	7250	4021	80	23	32	81	98	18	23	103	134	2	6	131	78	1	8	91
NA_peak_894	Tb927_03_v5.1	530448	531994	.	1547	698	2562	2475	3099	6	7	10	12	26	19	29	19	25	21	25	29	41	18	31	39
NA_peak_895	Tb927_03_v5.1	532176	533164	.	989	1374	2029	1748	2488	11	48	0	0	59	7	0	0	56	1	0	0	65	3	0	0
NA_peak_896	Tb927_03_v5.1	536249	537100	.	852	1267	2815	1757	2944	84	15	0	0	81	31	0	0	56	22	1	0	91	26	0	0
NA_peak_897	Tb927_03_v5.1	539974	541011	.	1038	3346	8286	6022	2328	64	67	63	41	20	204	240	9	12	160	170	3	11	63	59	6
NA_peak_898	Tb927_03_v5.1	541998	545121	.	3124	10597	19902	22258	25774	66	78	104	54	78	149	197	81	91	135	227	86	120	152	257	116
NA_peak_899	Tb927_03_v5.1	551213	551631	.	419	5585	2085	1988	19805	0	0	271	216	0	0	4	2	0	0	2	1	0	0	93	20
NA_peak_900	Tb927_03_v5.1	552579	554293	.	1715	337	4975	4833	4628	8	4	0	2	5	6	1	8	1	1	0	3	1	3	0	2
NA_peak_901	Tb927_03_v5.1	554311	554643	.	333	117	161	161	299	0	0	2	6	0	0	7	10	0	0	1	2	0	0	0	1
NA_peak_902	Tb927_03_v5.1	556918	557889	.	972	135	696	626	280	3	10	2	0	17	10	11	16	25	3	3	16	8	0	0	8
NA_peak_903	Tb927_03_v5.1	558925	559663	.	739	380	783	531	456	26	4	0	19	27	1	5	27	39	0	2	18	21	0	3	18
NA_peak_904	Tb927_03_v5.1	559894	560716	.	823	271	662	407	254	5	8	5	2	12	18	13	14	2	1	25	3	3	11	8	1
NA_peak_905	Tb927_03_v5.1	565346	567176	.	1831	680	4341	3934	4479	13	6	9	8	58	19	16	47	66	16	19	35	93	19	17	65
NA_peak_906	Tb927_03_v5.1	569508	571071	.	1564	543	1902	1425	1362	11	4	8	7	24	11	18	22	20	11	16	14	22	5	16	27
NA_peak_907	Tb927_03_v5.1	572640	574250	.	1611	1248	3830	3816	6506	23	7	14	28	69	17	22	54	83	7	18	102	186	13	27	175
NA_peak_908	Tb927_03_v5.1	582261	583182	.	922	0	102	40	9	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0
NA_peak_909	Tb927_03_v5.1	585047	587453	.	2407	6168	13043	12147	12857	41	34	47	64	88	51	65	123	81	36	53	85	107	49	69	95
NA_peak_910	Tb927_03_v5.1	593407	593859	.	453	61	276	127	181	0	0	3	5	0	0	7	5	0	0	6	2	0	0	8	5
NA_peak_911	Tb927_03_v5.1	598291	598629	.	339	650	1542	515	398	0	0	33	2	0	0	57	1	0	0	0	0	0	0	0	1
NA_peak_912	Tb927_03_v5.1	598663	599025	.	363	203	654	450	343	0	0	6	5	0	0	18	20	0	0	22	5	0	0	15	11
NA_peak_913	Tb927_03_v5.1	605349	605809	.	461	262	613	119	272	10	0	1	18	1	1	8	10	0	0	1	1	0	0	4	14
NA_peak_914	Tb927_03_v5.1	606896	607541	.	646	67	89	203	180	1	0	0	0	0	3	7	1	0	10	7	5	0	1	5	1
NA_peak_915	Tb927_03_v5.1	608953	610205	.	1253	1933	10537	2129	6040	75	4	8	52	334	10	18	191	58	2	1	45	181	5	8	140
NA_peak_916	Tb927_03_v5.1	613286	613630	.	345	1414	2604	1515	927	135	9	0	0	180	21	0	0	127	11	0	0	79	20	0	0
NA_peak_917	Tb927_03_v5.1	613744	614518	.	775	3198	5718	3226	2196	16	0	6	64	5	1	24	100	5	0	7	66	1	0	10	53
NA_peak_918	Tb927_03_v5.1	616658	617008	.	351	98	111	138	171	6	6	0	0	4	0	0	0	12	0	0	0	14	1	0	0
NA_peak_919	Tb927_03_v5.1	618114	619249	.	1136	660	1115	789	2409	7	43	42	11	9	18	16	10	25	10	15	11	33	136	122	5
NA_peak_920	Tb927_03_v5.1	619539	619933	.	395	53	206	182	377	0	0	1	0	1	0	1	6	5	2	0	5	1	2	4	9
NA_peak_921	Tb927_03_v5.1	622211	622718	.	508	1721	3914	822	1414	0	0	10	9	0	0	30	1	0	0	20	1	0	0	17	0
NA_peak_922	Tb927_03_v5.1	637174	637793	.	620	30	127	24	9	2	0	0	1	2	2	0	0	0	3	0	0	0	0	0	0
NA_peak_923	Tb927_03_v5.1	640434	641084	.	651	2512	4533	3652	3934	43	7	0	15	52	9	0	0	65	4	0	0	47	11	0	0
NA_peak_924	Tb927_03_v5.1	641162	641844	.	683	2657	4816	3823	4122	64	33	59	79	66	59	116	97	80	36	65	93	78	39	86	92
NA_peak_925	Tb927_03_v5.1	642365	642688	.	324	904	1776	1445	1497	15	3	0	0	33	2	0	0	29	1	0	0	24	0	0	0
NA_peak_926	Tb927_03_v5.1	642838	643358	.	521	1874	3492	2787	3036	33	48	71	56	55	70	110	103	52	36	76	108	59	47	89	89
NA_peak_927	Tb927_03_v5.1	643825	644200	.	376	846	1645	1366	1443	21	3	0	0	33	1	0	0	29	2	0	0	25	0	0	0
NA_peak_928	Tb927_03_v5.1	644843	645197	.	355	943	1864	1472	1644	60	60	0	1	108	105	0	0	95	62	0	1	109	54	1	5
NA_peak_929	Tb927_03_v5.1	645495	645893	.	399	1322	2492	2063	2094	8	0	1	4	3	0	2	6	5	0	3	5	7	0	3	3
NA_peak_930	Tb927_03_v5.1	647900	648729	.	830	89	617	161	293	1	2	6	0	3	20	6	11	6	5	10	1	4	6	9	2
NA_peak_931	Tb927_03_v5.1	652274	653007	.	734	1107	2342	1938	1867	18	36	43	8	10	4	3	43	2	0	3	46	10	6	6	35
NA_peak_932	Tb927_03_v5.1	654700	656316	.	1617	908	2675	2670	3942	9	7	17	12	17	29	40	21	12	36	51	10	20	63	70	31
NA_peak_933	Tb927_03_v5.1	657020	659042	.	2023	540	2332	1663	2284	22	10	9	28	37	27	30	22	27	25	10	29	36	12	39	38
NA_peak_934	Tb927_03_v5.1	661405	662154	.	750	54	125	95	97	7	0	0	0	2	0	0	0	4	0	0	0	2	0	0	0
NA_peak_935	Tb927_03_v5.1	665306	665812	.	507	610	1151	761	639	0	4	23	2	0	0	19	9	0	0	26	5	0	0	15	4
NA_peak_936	Tb927_03_v5.1	667570	668589	.	1020	2560	3615	5568	3477	39	55	68	33	34	79	101	17	30	124	158	13	30	67	105	17
NA_peak_937	Tb927_03_v5.1	669070	671373	.	2304	5676	12942	8164	10737	31	99	117	41	59	183	234	53	46	138	143	47	41	155	199	51
NA_peak_938	Tb927_03_v5.1	677224	678417	.	1194	0	389	177	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_939	Tb927_03_v5.1	680622	680984	.	363	296	419	458	150	20	6	0	0	9	4	0	0	4	10	0	0	6	2	0	0
NA_peak_940	Tb927_03_v5.1	692037	693445	.	1409	629	1515	914	1312	12	3	7	9	24	0	0	57	12	3	0	22	28	1	3	38
NA_peak_941	Tb927_03_v5.1	693781	694835	.	1055	183	976	626	444	6	3	5	1	14	17	16	14	8	9	10	8	10	11	12	4
NA_peak_942	Tb927_03_v5.1	695911	697235	.	1325	335	523	984	988	12	3	3	30	4	1	1	17	16	1	1	32	9	2	1	18
NA_peak_943	Tb927_03_v5.1	697533	698562	.	1030	246	1419	2224	1282	10	3	4	5	33	24	28	23	69	10	10	73	37	30	11	31
NA_peak_944	Tb927_03_v5.1	698589	699355	.	767	225	459	170	519	2	1	5	2	6	13	13	5	6	4	1	6	6	12	20	3
NA_peak_945	Tb927_03_v5.1	707247	707641	.	395	912	413	493	2114	37	3	7	39	8	0	5	18	5	1	11	12	92	0	5	92
NA_peak_946	Tb927_03_v5.1	720229	721312	.	1084	4736	9434	6974	4867	30	111	2	2	4	179	6	6	4	143	6	2	4	112	3	1
NA_peak_947	Tb927_03_v5.1	723120	724073	.	954	2351	5339	3093	2760	86	0	33	130	157	0	9	243	82	0	9	154	73	0	7	150
NA_peak_948	Tb927_03_v5.1	725581	726004	.	424	17	61	33	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NA_peak_949	Tb927_03_v5.1	730438	732338	.	1901	2537	5627	2708	3192	37	33	44	27	52	50	66	64	47	16	18	40	49	9	25	43
NA_peak_950	Tb927_03_v5.1	732673	733564	.	892	855	1838	831	1052	10	19	13	3	29	9	13	18	20	7	7	3	21	4	10	14
