contig	start	end	peak_id	status	new_start	new_end
Tb927_04_v5.1	1527420	1527781	NA_peak_1482	R		
Tb927_04_v5.1	1528274	1528696	NA_peak_1483	R		
Tb927_04_v5.1	1529002	1529441	NA_peak_1484	R		
Tb927_04_v5.1	1529843	1531060	NA_peak_1485	R		
Tb927_04_v5.1	1537704	1538396	NA_peak_1486	R		
Tb927_04_v5.1	1543331	1544417	NA_peak_1487	R		
Tb927_04_v5.1	1544442	1544831	NA_peak_1488	R		
Tb927_04_v5.1	1551519	1552694	NA_peak_1489	R		
Tb927_04_v5.1	1553789	1554170	NA_peak_1490	R		
Tb927_04_v5.1	1556473	1556824	NA_peak_1491	R		
Tb927_04_v5.1	1563020	1563752	NA_peak_1492	R		
Tb927_04_v5.1	1566847	1567525	NA_peak_1493	R		
Tb927_04_v5.1	1567766	1568863	NA_peak_1494	R		
Tb927_04_v5.1	1570518	1571346	NA_peak_1495	R		
Tb927_04_v5.1	1571471	1571783	NA_peak_1496	R		
Tb927_04_v5.1	1573228	1574341	NA_peak_1497	R		
Tb927_04_v5.1	1576410	1577399	NA_peak_1498	R		
Tb927_04_v5.1	1579978	1580534	NA_peak_1499	R		
Tb927_04_v5.1	1583929	1584407	NA_peak_1500	R		
Tb927_04_v5.1	1586295	1586622	NA_peak_1501	R		
Tb927_04_v5.1	1587514	1587846	NA_peak_1502	R		
Tb927_04_v5.1	1587907	1588630	NA_peak_1503	R		
Tb927_05_v5.1	1578	1953	NA_peak_1504	G		
Tb927_05_v5.1	2088	3048	NA_peak_1505	G		
Tb927_05_v5.1	5500	6078	NA_peak_1506	G		
Tb927_05_v5.1	7532	8910	NA_peak_1507	G		
Tb927_05_v5.1	10375	11776	NA_peak_1508	G		
Tb927_05_v5.1	16588	17526	NA_peak_1509	G	10281	11751
Tb927_05_v5.1	17564	18015	NA_peak_1510	G		
Tb927_05_v5.1	19164	19516	NA_peak_1511	G		
Tb927_05_v5.1	19918	20237	NA_peak_1512	G		
Tb927_05_v5.1	21013	23151	NA_peak_1513	G		
Tb927_05_v5.1	24862	26076	NA_peak_1514	G		
Tb927_05_v5.1	28321	28913	NA_peak_1515	G		
Tb927_05_v5.1	29630	30265	NA_peak_1516	G		
Tb927_05_v5.1	31243	31788	NA_peak_1517	G		
Tb927_05_v5.1	31838	32731	NA_peak_1518	G		
Tb927_05_v5.1	33888	35026	NA_peak_1519	G		
Tb927_05_v5.1	48058	48538	NA_peak_1520	G		
Tb927_05_v5.1	56513	56857	NA_peak_1521	G		
Tb927_05_v5.1	57116	57467	NA_peak_1522	G		
Tb927_05_v5.1	57643	58771	NA_peak_1523	G		
Tb927_05_v5.1	59992	60619	NA_peak_1524	G		
Tb927_05_v5.1	62021	63580	NA_peak_1525	G		
Tb927_05_v5.1	65757	66105	NA_peak_1526	G		
Tb927_05_v5.1	66115	66533	NA_peak_1527	G		
Tb927_05_v5.1	67252	68429	NA_peak_1528	G		
Tb927_05_v5.1	69602	70046	NA_peak_1529	G		
Tb927_05_v5.1	70209	71024	NA_peak_1530	G		
Tb927_05_v5.1	71188	71617	NA_peak_1531	G		
Tb927_05_v5.1	80968	81724	NA_peak_1532	G		
Tb927_05_v5.1	83589	85313	NA_peak_1533	G		
Tb927_05_v5.1	85821	87363	NA_peak_1534	G	85611	87407
Tb927_05_v5.1	89635	90039	NA_peak_1535	G		
Tb927_05_v5.1	90312	90835	NA_peak_1536	G		
Tb927_05_v5.1	94230	94617	NA_peak_1537	G		
Tb927_05_v5.1	96937	97539	NA_peak_1538	G		
Tb927_05_v5.1	100760	101348	NA_peak_1539	G		
Tb927_05_v5.1	101370	102235	NA_peak_1540	G		
Tb927_05_v5.1	102667	104354	NA_peak_1541	G		
Tb927_05_v5.1	107863	109745	NA_peak_1542	G	107845	109771
Tb927_05_v5.1	110510	112009	NA_peak_1543	G		
Tb927_05_v5.1	112430	113736	NA_peak_1544	G	112364	113734
Tb927_05_v5.1	115283	116471	NA_peak_1545	G		
Tb927_05_v5.1	116763	117648	NA_peak_1546	G		
Tb927_05_v5.1	117661	118121	NA_peak_1547	G		
Tb927_05_v5.1	118183	118631	NA_peak_1548	G		
Tb927_05_v5.1	122778	123153	NA_peak_1549	G		
Tb927_05_v5.1	125803	126780	NA_peak_1550	G	125730	126746
Tb927_05_v5.1	133470	134047	NA_peak_1551	G		
Tb927_05_v5.1	136178	136501	NA_peak_1552	G	135287	136613
Tb927_05_v5.1	138064	139044	NA_peak_1553	G		
Tb927_05_v5.1	140689	141024	NA_peak_1554	G		
Tb927_05_v5.1	141092	142474	NA_peak_1555	G	141088	142569
Tb927_05_v5.1	143324	144277	NA_peak_1556	G		
Tb927_05_v5.1	146058	147806	NA_peak_1557	G		
Tb927_05_v5.1	156322	156872	NA_peak_1558	G	156326	158510
Tb927_05_v5.1	156928	158495	NA_peak_1559	R		
Tb927_05_v5.1	159353	159907	NA_peak_1560	G		
Tb927_05_v5.1	159955	160272	NA_peak_1561	G		
Tb927_05_v5.1	169727	170049	NA_peak_1562	G		
Tb927_05_v5.1	172348	172909	NA_peak_1563	G		
Tb927_05_v5.1	174692	176213	NA_peak_1564	G		
Tb927_05_v5.1	179062	179718	NA_peak_1565	G		
Tb927_05_v5.1	182528	183088	NA_peak_1566	G	181795	183060
Tb927_05_v5.1	184312	186723	NA_peak_1567	G		185670
Tb927_05_v5.1	184312	186723	NA_peak_1567.2	G	185673	186698
Tb927_05_v5.1	188479	190444	NA_peak_1568	G	189678	190418
Tb927_05_v5.1	188479	190444	NA_peak_1568.2	G	189095	190418
Tb927_05_v5.1	190629	191134	NA_peak_1569	G		
Tb927_05_v5.1	191241	191543	NA_peak_1570	G	191245	192292
Tb927_05_v5.1	192505	193336	NA_peak_1571	G		
Tb927_05_v5.1	196591	197553	NA_peak_1572	G		
Tb927_05_v5.1	213811	214587	NA_peak_1573	G		
Tb927_05_v5.1	214594	215366	NA_peak_1574	G		
Tb927_05_v5.1	216818	217247	NA_peak_1575	G	216131	218182
Tb927_05_v5.1	222541	222898	NA_peak_1576	G		
Tb927_05_v5.1	233419	233976	NA_peak_1577	G		
Tb927_05_v5.1	234166	235485	NA_peak_1578	G		
Tb927_05_v5.1	242125	243058	NA_peak_1579	G	242124	243079
Tb927_05_v5.1	248900	249249	NA_peak_1580	G	248812	249759
Tb927_05_v5.1	255092	256818	NA_peak_1581	G		
Tb927_05_v5.1	262474	262799	NA_peak_1582	G	261411	262854
Tb927_05_v5.1	269155	269479	NA_peak_1583	G		
Tb927_05_v5.1	271396	272772	NA_peak_1584	G		
Tb927_05_v5.1	274988	276515	NA_peak_1585	G	274990	276666
Tb927_05_v5.1	282410	285735	NA_peak_1586	G	282415	285734
Tb927_05_v5.1	286252	287293	NA_peak_1587	G		
Tb927_05_v5.1	288142	289588	NA_peak_1588	G	287660	289613
Tb927_05_v5.1	289734	291951	NA_peak_1589	G	289616	291969
Tb927_05_v5.1	299954	301142	NA_peak_1590	G	299958	301160
Tb927_05_v5.1	303493	306675	NA_peak_1591	G	303497	306024
Tb927_05_v5.1	303493	306675	NA_peak_1591.2	G	304885	306024
Tb927_05_v5.1	311071	311437	NA_peak_1592	G	311003	312498
Tb927_05_v5.1	321109	323779	NA_peak_1593	G	321063	323744
Tb927_05_v5.1	323793	325455	NA_peak_1594	G	323747	325466
Tb927_05_v5.1	332964	334037	NA_peak_1595	G		334600
Tb927_05_v5.1	339028	339841	NA_peak_1596	G	338959	340641
Tb927_05_v5.1	339917	340480	NA_peak_1597	G		
Tb927_05_v5.1	362366	362762	NA_peak_1598	G		
Tb927_05_v5.1	369329	370480	NA_peak_1599	G	369315	370589
Tb927_05_v5.1	373751	374387	NA_peak_1600	G	373696	375559
Tb927_05_v5.1	374635	375556	NA_peak_1601	R		
Tb927_05_v5.1	376693	378422	NA_peak_1602	G		
Tb927_05_v5.1	382774	383645	NA_peak_1603	G	382733	384957
Tb927_05_v5.1	393309	394044	NA_peak_1604	G		
Tb927_05_v5.1	394677	395573	NA_peak_1605	G	394685	395543
Tb927_05_v5.1	404734	405258	NA_peak_1606	G		
Tb927_05_v5.1	407775	408701	NA_peak_1607	G	407735	408695
Tb927_05_v5.1	412460	413295	NA_peak_1608	G	412401	413305
Tb927_05_v5.1	416176	417240	NA_peak_1609	G		
Tb927_05_v5.1	417749	418506	NA_peak_1610	G	417608	418558
Tb927_05_v5.1	424503	424836	NA_peak_1611	G		
Tb927_05_v5.1	425026	425403	NA_peak_1612	G		
Tb927_05_v5.1	425813	426425	NA_peak_1613	G		
Tb927_05_v5.1	427043	427361	NA_peak_1614	G		
Tb927_05_v5.1	430771	431092	NA_peak_1615	G		
Tb927_05_v5.1	431298	431651	NA_peak_1616	G		
Tb927_05_v5.1	432490	432984	NA_peak_1617	G		
Tb927_05_v5.1	434511	434861	NA_peak_1618	G		
Tb927_05_v5.1	436252	436679	NA_peak_1619	G		
Tb927_05_v5.1	437624	438175	NA_peak_1620	G		
Tb927_05_v5.1	438386	438879	NA_peak_1621	G		
Tb927_05_v5.1	438899	439221	NA_peak_1622	G		
Tb927_05_v5.1	449391	450589	NA_peak_1623	G	449394	450592
Tb927_05_v5.1	461970	463038	NA_peak_1624	G	461805	463307
Tb927_05_v5.1	466126	467797	NA_peak_1625	G	466131	467776
Tb927_05_v5.1	468808	469397	NA_peak_1626	G	468763	470558
Tb927_05_v5.1	469420	470535	NA_peak_1627	R		
Tb927_05_v5.1	477541	478739	NA_peak_1628	G	477524	478713
Tb927_05_v5.1	492189	492907	NA_peak_1629	G		
Tb927_05_v5.1	502510	503568	NA_peak_1630	G	502115	503539
Tb927_05_v5.1	505388	505738	NA_peak_1631	G	504740	505852
Tb927_05_v5.1	508932	509515	NA_peak_1632	G		
Tb927_05_v5.1	513757	516532	NA_peak_1633	G	513720	516569
Tb927_05_v5.1	525995	527146	NA_peak_1634	G	525413	527117
Tb927_05_v5.1	527172	527738	NA_peak_1635	G	527120	527952
Tb927_05_v5.1	529254	529629	NA_peak_1636	G		
Tb927_05_v5.1	529651	529966	NA_peak_1637	G		
Tb927_05_v5.1	534976	536247	NA_peak_1638	G	534981	536221
Tb927_05_v5.1	536902	537237	NA_peak_1639	G		
Tb927_05_v5.1	539786	540669	NA_peak_1640	G		
Tb927_05_v5.1	541989	543221	NA_peak_1641	G		
Tb927_05_v5.1	550363	550826	NA_peak_1642	G	550017	552086
Tb927_05_v5.1	551445	552017	NA_peak_1643	R		
Tb927_05_v5.1	552530	553441	NA_peak_1644	G	552525	553484
Tb927_05_v5.1	556950	558910	NA_peak_1645	G		
Tb927_05_v5.1	560131	560529	NA_peak_1646	G	563250	564432
Tb927_05_v5.1	560687	561420	NA_peak_1647	G		
Tb927_05_v5.1	563246	564444	NA_peak_1648	G		
Tb927_05_v5.1	566564	567508	NA_peak_1649	G	566573	567809
Tb927_05_v5.1	575701	577034	NA_peak_1650	G	575655	577006
Tb927_05_v5.1	583622	584017	NA_peak_1651	G	583623	584949
Tb927_05_v5.1	587193	589938	NA_peak_1652	G		
Tb927_05_v5.1	607153	607547	NA_peak_1653	G		
Tb927_05_v5.1	613640	613960	NA_peak_1654	G	613501	614457
Tb927_05_v5.1	613966	614431	NA_peak_1655	G		
Tb927_05_v5.1	615605	616687	NA_peak_1656	G	615609	616710
Tb927_05_v5.1	617226	617799	NA_peak_1657	G	616713	618718
Tb927_05_v5.1	627584	628533	NA_peak_1658	G		
Tb927_05_v5.1	634199	635249	NA_peak_1659	G	633989	635320
Tb927_05_v5.1	640486	641026	NA_peak_1660	G		
Tb927_05_v5.1	644242	645244	NA_peak_1661	G	644204	645218
Tb927_05_v5.1	650277	650757	NA_peak_1662	G		
Tb927_05_v5.1	654369	655875	NA_peak_1663	G	654355	655943
Tb927_05_v5.1	656516	658004	NA_peak_1664	G	656489	657997
Tb927_05_v5.1	663027	664156	NA_peak_1665	G	663001	665220
Tb927_05_v5.1	677902	678805	NA_peak_1666	G	677064	678773
Tb927_05_v5.1	681648	682936	NA_peak_1667	G	681640	
Tb927_05_v5.1	695438	697285	NA_peak_1668	G	695442	697257
Tb927_05_v5.1	702292	702727	NA_peak_1669	G	702209	703476
Tb927_05_v5.1	716219	716702	NA_peak_1670	G	715729	716758
Tb927_05_v5.1	721528	722343	NA_peak_1671	G	721428	722740
Tb927_05_v5.1	729371	730737	NA_peak_1672	G		
Tb927_05_v5.1	733199	733837	NA_peak_1673	G		
Tb927_05_v5.1	739402	740396	NA_peak_1674	G		
Tb927_05_v5.1	740880	741382	NA_peak_1675	G		
Tb927_05_v5.1	741802	742268	NA_peak_1676	G		
Tb927_05_v5.1	742655	743805	NA_peak_1677	G		
Tb927_05_v5.1	745200	745596	NA_peak_1678	G		
Tb927_05_v5.1	745745	746367	NA_peak_1679	G		
Tb927_05_v5.1	746590	748566	NA_peak_1680	G	746594	748765
Tb927_05_v5.1	749162	749810	NA_peak_1681	G	748948	750963
Tb927_05_v5.1	749906	750979	NA_peak_1682	R		
Tb927_05_v5.1	753252	755161	NA_peak_1683	G	753250	755145
Tb927_05_v5.1	757433	759338	NA_peak_1684	G	757432	759327
Tb927_05_v5.1	761609	763502	NA_peak_1685	G	761614	763528
Tb927_05_v5.1	770287	770649	NA_peak_1686	G		
Tb927_05_v5.1	771755	772520	NA_peak_1687	G		
Tb927_05_v5.1	776770	778470	NA_peak_1688	G	776555	778787
Tb927_05_v5.1	780651	781129	NA_peak_1689	G	779402	781376
Tb927_05_v5.1	789338	790127	NA_peak_1690	G		
Tb927_05_v5.1	790287	790848	NA_peak_1691	G		
Tb927_05_v5.1	792521	792857	NA_peak_1692	G		
Tb927_05_v5.1	793073	793498	NA_peak_1693	G		
Tb927_05_v5.1	794525	795772	NA_peak_1694	G		
Tb927_05_v5.1	799541	800095	NA_peak_1695	G	799402	800221
Tb927_05_v5.1	805445	806027	NA_peak_1696	G	804607	807706
Tb927_05_v5.1	806059	806386	NA_peak_1697	R		
Tb927_05_v5.1	806999	807592	NA_peak_1698	R		
Tb927_05_v5.1	810434	810782	NA_peak_1699	G	809484	811306
Tb927_05_v5.1	812863	813638	NA_peak_1700	G	812858	813647
Tb927_05_v5.1	813763	814495	NA_peak_1701	G	813650	814561
Tb927_05_v5.1	815356	816271	NA_peak_1702	G		
Tb927_05_v5.1	816906	818012	NA_peak_1703	G	816886	818955
Tb927_05_v5.1	834632	835735	NA_peak_1704	G	834550	835783
Tb927_05_v5.1	839028	840916	NA_peak_1705	G	839032	840883
Tb927_05_v5.1	843511	844431	NA_peak_1706	G		
Tb927_05_v5.1	848479	849453	NA_peak_1707	G	848309	849476
Tb927_05_v5.1	867002	868048	NA_peak_1708	G	866981	868448
Tb927_05_v5.1	868446	869554	NA_peak_1709	G	868451	869549
Tb927_05_v5.1	869972	871326	NA_peak_1710	G	869938	871309
Tb927_05_v5.1	873267	874749	NA_peak_1711	G	873271	874809
Tb927_05_v5.1	876072	877456	NA_peak_1712	G		
Tb927_05_v5.1	905293	906210	NA_peak_1713	G	905297	906518
Tb927_05_v5.1	909386	909685	NA_peak_1714	G	908034	909828
Tb927_05_v5.1	910256	911046	NA_peak_1715	G		
Tb927_05_v5.1	913269	914674	NA_peak_1716	G	913265	914649
Tb927_05_v5.1	915829	916240	NA_peak_1717	G		
Tb927_05_v5.1	918135	918793	NA_peak_1718	G	917996	918767
Tb927_05_v5.1	926853	927738	NA_peak_1719	G	926851	927866
Tb927_05_v5.1	928527	929511	NA_peak_1720	G	928532	929625
Tb927_05_v5.1	936071	937424	NA_peak_1721	G	936075	937398
Tb927_05_v5.1	938527	938936	NA_peak_1722	G	937701	939082
Tb927_05_v5.1	939081	940050	NA_peak_1723	G	939085	
Tb927_05_v5.1	945705	946365	NA_peak_1724	G	943626	946461
Tb927_05_v5.1	948131	949498	NA_peak_1725	G	948083	949540
Tb927_05_v5.1	956879	957401	NA_peak_1726	G	955335	957387
Tb927_05_v5.1	958610	960323	NA_peak_1727	G	958582	960354
Tb927_05_v5.1	960711	962514	NA_peak_1728	G	960715	962670
Tb927_05_v5.1	962729	963995	NA_peak_1729	G	962673	964099
Tb927_05_v5.1	967048	968065	NA_peak_1730	G		
Tb927_05_v5.1	969690	971026	NA_peak_1731	G	969694	971001
Tb927_05_v5.1	974633	975784	NA_peak_1732	G		
Tb927_05_v5.1	975828	976359	NA_peak_1733	G		
Tb927_05_v5.1	977495	978844	NA_peak_1734	G		
Tb927_05_v5.1	979216	980413	NA_peak_1735	G		
Tb927_05_v5.1	984072	984535	NA_peak_1736	G	983630	984717
Tb927_05_v5.1	986971	987938	NA_peak_1737	G		
Tb927_05_v5.1	991212	992792	NA_peak_1738	G		
Tb927_05_v5.1	997300	999144	NA_peak_1739	G	996373	999118
Tb927_05_v5.1	1011929	1013180	NA_peak_1740	G		
Tb927_05_v5.1	1015092	1016313	NA_peak_1741	G	1015099	1016299
Tb927_05_v5.1	1019358	1020690	NA_peak_1742	G	1019340	1020779
Tb927_05_v5.1	1028266	1028703	NA_peak_1743	G		
Tb927_05_v5.1	1036382	1036776	NA_peak_1744	G		
Tb927_05_v5.1	1049622	1050065	NA_peak_1745	G	1049610	1051217
Tb927_05_v5.1	1067634	1068389	NA_peak_1746	G		
Tb927_05_v5.1	1075374	1076558	NA_peak_1747	G	1075378	1076535
Tb927_05_v5.1	1077433	1078938	NA_peak_1748	G		
Tb927_05_v5.1	1081223	1082889	NA_peak_1749	G		
Tb927_05_v5.1	1084556	1085041	NA_peak_1750	G		
Tb927_05_v5.1	1085294	1087254	NA_peak_1751	G		
Tb927_05_v5.1	1092660	1094046	NA_peak_1752	G		
Tb927_05_v5.1	1094211	1097675	NA_peak_1753	G	1094100	1095555
Tb927_05_v5.1	1094211	1097675	NA_peak_1753.2	G	1095558	1097649
Tb927_05_v5.1	1099865	1101158	NA_peak_1754	G		
Tb927_05_v5.1	1102678	1103224	NA_peak_1755	G	1102635	1103952
Tb927_05_v5.1	1105246	1106486	NA_peak_1756	G		
Tb927_05_v5.1	1110137	1110924	NA_peak_1757	G		
Tb927_05_v5.1	1113256	1114180	NA_peak_1758	G		
Tb927_05_v5.1	1114688	1115368	NA_peak_1759	G		
Tb927_05_v5.1	1115675	1116416	NA_peak_1760	G		
Tb927_05_v5.1	1120535	1121619	NA_peak_1761	G	1120540	1121594
Tb927_05_v5.1	1122991	1125399	NA_peak_1762	G	1122995	1125082
Tb927_05_v5.1	1122991	1125399	NA_peak_1762.2	G	1124620	1125082
Tb927_05_v5.1	1131473	1132324	NA_peak_1763	G		
Tb927_05_v5.1	1140151	1141558	NA_peak_1764	G	1140102	1142000
Tb927_05_v5.1	1143000	1144694	NA_peak_1765	G	1142954	1144713
Tb927_05_v5.1	1145504	1146374	NA_peak_1766	G	1145258	1146462
Tb927_05_v5.1	1148504	1149457	NA_peak_1767	G	1148499	1149428
Tb927_05_v5.1	1149559	1149876	NA_peak_1768	G	1149431	1149954
Tb927_05_v5.1	1154846	1155913	NA_peak_1769	G		
Tb927_05_v5.1	1159742	1160106	NA_peak_1770	G		
Tb927_05_v5.1	1161496	1162387	NA_peak_1771	G		
Tb927_05_v5.1	1169092	1170379	NA_peak_1772	G		
Tb927_05_v5.1	1171140	1172452	NA_peak_1773	G	1171092	1173042
Tb927_05_v5.1	1176889	1177841	NA_peak_1774	G	1176000	1177851
Tb927_05_v5.1	1178714	1180537	NA_peak_1775	G	1178718	1180536
Tb927_05_v5.1	1181500	1182467	NA_peak_1776	G	1181484	1182453
Tb927_05_v5.1	1184267	1185141	NA_peak_1777	G	1184271	1185165
Tb927_05_v5.1	1188666	1189580	NA_peak_1778	G	1188670	1189577
Tb927_05_v5.1	1198233	1199497	NA_peak_1779	G		
Tb927_05_v5.1	1204522	1204844	NA_peak_1780	G	1203827	1204857
Tb927_05_v5.1	1218935	1219279	NA_peak_1781	G	1218921	1220453
Tb927_05_v5.1	1231691	1232019	NA_peak_1782	G	1231583	1232759
Tb927_05_v5.1	1236481	1237402	NA_peak_1783	G	1235657	1237376
Tb927_05_v5.1	1237806	1238552	NA_peak_1784	G	1237379	1239094
Tb927_05_v5.1	1238753	1239121	NA_peak_1785	R		
Tb927_05_v5.1	1263403	1264377	NA_peak_1786	G	1263320	1264410
Tb927_05_v5.1	1266320	1267828	NA_peak_1787	G		
Tb927_05_v5.1	1268085	1269618	NA_peak_1788	G		
Tb927_05_v5.1	1269834	1271938	NA_peak_1789	G	1269838	1272820
Tb927_05_v5.1	1271953	1272344	NA_peak_1790	R		
Tb927_05_v5.1	1272398	1272725	NA_peak_1791	R		
Tb927_05_v5.1	1273717	1274205	NA_peak_1792	G		
Tb927_05_v5.1	1274540	1275354	NA_peak_1793	G		
Tb927_05_v5.1	1276546	1278480	NA_peak_1794	G	1276550	1278545
Tb927_05_v5.1	1278562	1279471	NA_peak_1795	G	1278580	1279445
Tb927_05_v5.1	1280428	1280867	NA_peak_1796	G		
Tb927_05_v5.1	1284411	1285241	NA_peak_1797	G	1284412	1286137
Tb927_05_v5.1	1286294	1288849	NA_peak_1798	G		
Tb927_05_v5.1	1289083	1289391	NA_peak_1799	G		
Tb927_05_v5.1	1290139	1291208	NA_peak_1800	G		
Tb927_05_v5.1	1291938	1292935	NA_peak_1801	G		
Tb927_05_v5.1	1294030	1294426	NA_peak_1802	G		
Tb927_05_v5.1	1297071	1298628	NA_peak_1803	G	1297004	1298621
Tb927_05_v5.1	1299161	1300470	NA_peak_1804	G	1299111	1300496
Tb927_05_v5.1	1301938	1302471	NA_peak_1805	G		
Tb927_05_v5.1	1305120	1306302	NA_peak_1806	G		
Tb927_05_v5.1	1308219	1309151	NA_peak_1807	G	1308159	1309672
Tb927_05_v5.1	1309183	1309656	NA_peak_1808	R		
Tb927_05_v5.1	1309818	1310471	NA_peak_1809	G	1309675	1310554
Tb927_05_v5.1	1311044	1311768	NA_peak_1810	G	1311053	1311836
Tb927_05_v5.1	1312862	1313927	NA_peak_1811	G	1312866	1314071
Tb927_05_v5.1	1314441	1315338	NA_peak_1812	G	1314267	1315324
Tb927_05_v5.1	1320906	1321735	NA_peak_1813	G		
Tb927_05_v5.1	1341284	1342144	NA_peak_1814	G	1341288	1342257
Tb927_05_v5.1	1342992	1344147	NA_peak_1815	G		
Tb927_05_v5.1	1346107	1347017	NA_peak_1816	G		
Tb927_05_v5.1	1349272	1350743	NA_peak_1817	G	1349249	1350729
Tb927_05_v5.1	1354933	1355252	NA_peak_1818	G	1354924	1356094
Tb927_05_v5.1	1359611	1360091	NA_peak_1819	G	1358780	1360736
Tb927_05_v5.1	1360261	1360729	NA_peak_1820	R		
Tb927_05_v5.1	1361596	1362260	NA_peak_1821	G		
Tb927_05_v5.1	1368887	1370472	NA_peak_1822	G	1368891	1370438
Tb927_05_v5.1	1371863	1373155	NA_peak_1823	G	1371868	1373129
Tb927_05_v5.1	1376029	1376731	NA_peak_1824	G		
Tb927_05_v5.1	1381494	1381883	NA_peak_1825	G		
Tb927_05_v5.1	1383151	1383629	NA_peak_1826	R		
Tb927_05_v5.1	1385809	1386758	NA_peak_1827	R		
Tb927_05_v5.1	1393285	1393629	NA_peak_1828	R		
Tb927_05_v5.1	1396164	1397665	NA_peak_1829	R		
Tb927_05_v5.1	1401137	1402518	NA_peak_1830	R	1401141	1402517
Tb927_05_v5.1	1403830	1404234	NA_peak_1831	R		
Tb927_05_v5.1	1407681	1409045	NA_peak_1832	R	1407676	1409052
Tb927_05_v5.1	1411181	1412209	NA_peak_1833	R		
Tb927_05_v5.1	1418982	1420529	NA_peak_1834	R		
Tb927_05_v5.1	1424314	1425229	NA_peak_1835	R		
Tb927_05_v5.1	1426267	1427250	NA_peak_1836	R	1426132	1427231
Tb927_05_v5.1	1427455	1427902	NA_peak_1837	R		
Tb927_05_v5.1	1438771	1439151	NA_peak_1838	R		
Tb927_05_v5.1	1440310	1440734	NA_peak_1839	R		
Tb927_05_v5.1	1441650	1442010	NA_peak_1840	R		
Tb927_05_v5.1	1444598	1445719	NA_peak_1841	R		
Tb927_05_v5.1	1449342	1449833	NA_peak_1842	R		
Tb927_05_v5.1	1451515	1451915	NA_peak_1843	R		
Tb927_05_v5.1	1460091	1460496	NA_peak_1844	R		
Tb927_05_v5.1	1461459	1461992	NA_peak_1845	R		
Tb927_05_v5.1	1463838	1464326	NA_peak_1846	R		
Tb927_05_v5.1	1465460	1465796	NA_peak_1847	R		
Tb927_05_v5.1	1469414	1469784	NA_peak_1848	R		
Tb927_05_v5.1	1469944	1470639	NA_peak_1849	R		
Tb927_05_v5.1	1474512	1474839	NA_peak_1850	R		
Tb927_05_v5.1	1475375	1475726	NA_peak_1851	R		
Tb927_05_v5.1	1475902	1476253	NA_peak_1852	R		
Tb927_05_v5.1	1481489	1482052	NA_peak_1853	R		
Tb927_05_v5.1	1488124	1488947	NA_peak_1854	R		
Tb927_05_v5.1	1489198	1489686	NA_peak_1855	R		
Tb927_05_v5.1	1490581	1491515	NA_peak_1856	R		
Tb927_05_v5.1	1495016	1495569	NA_peak_1857	R		
Tb927_05_v5.1	1495673	1496388	NA_peak_1858	R		
Tb927_05_v5.1	1498188	1498729	NA_peak_1859	R		
Tb927_05_v5.1	1499989	1501009	NA_peak_1860	R		
Tb927_05_v5.1	1501965	1502706	NA_peak_1861	R		
Tb927_05_v5.1	1510341	1510717	NA_peak_1862	R		
Tb927_05_v5.1	1522320	1524130	NA_peak_1863	R		
Tb927_05_v5.1	1531121	1531511	NA_peak_1864	R		
Tb927_05_v5.1	1532411	1532766	NA_peak_1865	R		
Tb927_05_v5.1	1536827	1538150	NA_peak_1866	R		
Tb927_05_v5.1	1538163	1538560	NA_peak_1867	R		
Tb927_05_v5.1	1539686	1540465	NA_peak_1868	R		
Tb927_05_v5.1	1541120	1541655	NA_peak_1869	R		
Tb927_05_v5.1	1542736	1543111	NA_peak_1870	R		
Tb927_05_v5.1	1545028	1545878	NA_peak_1871	R		
Tb927_05_v5.1	1546813	1547417	NA_peak_1872	R		
Tb927_05_v5.1	1550484	1550819	NA_peak_1873	R		
Tb927_05_v5.1	1551509	1552070	NA_peak_1874	R		
Tb927_05_v5.1	1553204	1553795	NA_peak_1875	R		
Tb927_05_v5.1	1558621	1559784	NA_peak_1876	R		
Tb927_05_v5.1	1561341	1561682	NA_peak_1877	R		
Tb927_05_v5.1	1564078	1564538	NA_peak_1878	R		
Tb927_05_v5.1	1565916	1567019	NA_peak_1879	R		
Tb927_05_v5.1	1568332	1570350	NA_peak_1880	R		
Tb927_05_v5.1	1571764	1572206	NA_peak_1881	R		
Tb927_05_v5.1	1573502	1574006	NA_peak_1882	R		
Tb927_05_v5.1	1574185	1574524	NA_peak_1883	R		
Tb927_05_v5.1	1577122	1577940	NA_peak_1884	R		
Tb927_05_v5.1	1589286	1589839	NA_peak_1885	R		
Tb927_05_v5.1	1590647	1591432	NA_peak_1886	R		
Tb927_05_v5.1	1603327	1603718	NA_peak_1887	R		
Tb927_05_v5.1	1619016	1620729	NA_peak_1888	R		
Tb927_05_v5.1	1623509	1624293	NA_peak_1889	R		
Tb927_05_v5.1	1633137	1634503	NA_peak_1890	R		
Tb927_05_v5.1	1646000	1646413	NA_peak_1891	R		
Tb927_05_v5.1	1651244	1651644	NA_peak_1892	R		
Tb927_05_v5.1	1654047	1654365	NA_peak_1893	R		
Tb927_05_v5.1	1656541	1656852	NA_peak_1894	R		
Tb927_05_v5.1	1657917	1659035	NA_peak_1895	R		
Tb927_05_v5.1	1660176	1660565	NA_peak_1896	R		
Tb927_05_v5.1	1661698	1662001	NA_peak_1897	R		
Tb927_05_v5.1	1662314	1662638	NA_peak_1898	R		
Tb927_05_v5.1	1675775	1676081	NA_peak_1899	R		
Tb927_05_v5.1	1682599	1683951	NA_peak_1900	R		
