# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "16" "-F" "SAF" "-a" "G.SAF" "-o" "G_counts.txt" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_RR.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_RR.bam
NA_peak_3144_G_Tb927.8.6670	Tb927_08_v5.1	1930505	1931549	.	1045	263	68	21	11	369	175	181	3	16	9	0	0	0	2	1	0	0	3	0	0	0	0	0	8	1	3	2	3	3	3	0	2	2	0	1
NA_peak_3146_G_Tb927.8.6710	Tb927_08_v5.1	1941814	1943548	.	1735	875	685	264	144	1553	1238	717	6	5	15	13	3	5	17	1	0	0	9	0	1	0	0	1	13	14	22	18	4	6	12	24	4	5	1	12
NA_peak_3147_G_Tb927.8.6720	Tb927_08_v5.1	1944859	1945610	.	752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_3147.2_G_Tb927.8.6720	Tb927_08_v5.1	1944859	1946763	.	1905	1865	668	580	270	1319	1675	1281	0	0	14	65	0	0	23	1	0	0	19	3	0	0	13	1	0	0	2	57	0	0	0	46	0	0	5	50
NA_peak_3148_G_Tb927.8.6780	Tb927_08_v5.1	1956908	1958400	.	1493	17814	19404	13285	6383	32389	15194	20614	144	242	284	118	4	282	357	3	3	242	267	1	1	124	143	0	293	261	430	223	175	112	148	148	237	134	210	206
NA_peak_3158_G_Tb927.8.6850	Tb927_08_v5.1	1980563	1981453	.	891	3473	230	66	24	9598	5668	4886	119	15	9	130	0	5	2	1	0	1	1	0	1	0	0	0	222	4	12	167	165	1	1	121	102	23	30	100
NA_peak_3161_G_Tb927.8.6930	Tb927_08_v5.1	1999544	2000932	.	1389	177	16	4	7	1944	1538	964	2	10	2	1	0	0	0	0	0	0	0	0	0	0	0	0	19	21	44	15	14	30	49	5	10	10	21	13
NA_peak_3163_G_Tb927.8.6970	Tb927_08_v5.1	2008833	2009971	.	1139	3509	54	76	38	4585	4610	4931	105	26	0	13	2	0	0	0	2	0	0	0	1	0	0	0	39	82	0	0	49	87	0	1	42	131	0	0
NA_peak_3164_G_Tb927.8.6970	Tb927_08_v5.1	2009731	2009994	.	264	94	5	3	5	351	380	403	0	0	40	9	0	0	0	1	0	0	0	2	0	0	1	0	0	0	181	18	0	0	192	24	0	0	214	13
NA_peak_3166_G_Tb927.8.7000	Tb927_08_v5.1	2016379	2017648	.	1270	43	17	16	38	258	463	93	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	1	0	12	6	1	0	6	2	0
NA_peak_3174_G_Tb927.8.7080	Tb927_08_v5.1	2036207	2037355	.	1149	4383	693	27	12	8777	8347	6102	129	51	51	97	24	0	1	27	1	0	0	0	0	0	0	1	251	20	11	150	172	68	49	129	92	92	73	90
NA_peak_3176_G_Tb927.8.7110	Tb927_08_v5.1	2049794	2051585	.	1792	812	83	35	14	954	1026	1017	22	6	0	4	1	0	0	0	0	1	0	0	0	1	0	0	21	17	2	5	19	7	0	3	26	13	2	4
NA_peak_3177_R_Tb927.8.7110	Tb927_08_v5.1	2050496	2050956	.	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_3178_R_Tb927.8.7110	Tb927_08_v5.1	2051163	2051465	.	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_3180_R_Tb927.8.7170	Tb927_08_v5.1	2063408	2064050	.	643	112	84	2	2	117	105	619	0	0	2	2	1	0	1	0	0	0	0	0	0	0	0	0	1	3	1	0	2	1	0	3	2	43	57	4
NA_peak_3181_G_Tb927.8.7190	Tb927_08_v5.1	2065830	2067282	.	1453	592	37	22	225	1630	964	1203	6	9	12	1	0	0	0	1	0	1	0	0	2	0	0	0	6	22	22	6	4	6	9	2	7	9	16	4
NA_peak_3182_G_Tb927.8.7200	Tb927_08_v5.1	2069542	2071011	.	1470	349	131	70	184	149	515	682	2	8	1	0	0	0	1	9	0	0	1	2	0	0	0	0	2	1	0	3	5	7	2	2	2	17	1	0
NA_peak_3184_G_Tb927.8.7290	Tb927_08_v5.1	2091711	2094015	.	2305	6847	667	248	168	11606	8173	12012	107	24	27	143	8	2	3	11	1	1	1	1	3	0	0	6	140	45	70	155	80	43	54	66	137	58	116	125
NA_peak_3185_G_Tb927.8.7310	Tb927_08_v5.1	2097120	2097966	.	847	108	16	2	2	184	263	236	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
NA_peak_3186_G_Tb927.8.7320	Tb927_08_v5.1	2099312	2099633	.	322	93	2	0	0	91	38	240	0	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	33	4	0
NA_peak_3187_G_Tb927.8.7330	Tb927_08_v5.1	2100983	2101372	.	390	34	2	0	2	65	96	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_3188_G_Tb927.8.7340	Tb927_08_v5.1	2105131	2106635	.	1505	2989	3222	845	904	7835	5042	7088	11	59	76	7	3	100	121	1	1	23	32	0	0	40	46	0	64	121	135	55	47	76	89	57	80	93	122	67
NA_peak_3189_G_Tb927.8.7390	Tb927_08_v5.1	2127790	2128617	.	828	1	6	5	4	80	590	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	4	23	0	1	0	0	0
NA_peak_3190_G_Tb927.8.7460	Tb927_08_v5.1	2148924	2149879	.	956	230	110	16	42	292	612	680	31	5	2	1	0	2	5	0	0	0	0	0	0	0	0	0	19	5	0	2	38	9	0	0	57	7	0	12
NA_peak_3192_G_Tb927.8.7480	Tb927_08_v5.1	2153833	2154611	.	779	2675	152	92	140	3447	3211	3471	113	6	0	108	5	2	0	0	6	0	0	3	3	1	0	0	92	9	4	127	98	6	0	95	123	2	3	147
NA_peak_3193_G_Tb927.8.7500	Tb927_08_v5.1	2163241	2164227	.	987	206	26	24	54	1343	446	1526	1	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	24	11	11	25	12	3	0	9	39	6	5	22
NA_peak_3194_G_Tb927.8.7530	Tb927_08_v5.1	2169048	2169849	.	802	1001	62	85	61	9467	8197	8904	35	3	6	31	0	4	0	0	0	1	0	0	0	3	0	0	282	8	4	214	280	5	2	207	286	4	3	200
NA_peak_3196_R_Tb927.8.7540	Tb927_08_v5.1	2173083	2173713	.	631	912	283	183	210	1326	1014	1088	2	0	8	69	0	0	22	0	0	0	9	1	0	0	18	0	0	0	13	69	1	0	16	46	0	0	25	52
NA_peak_3197_G_Tb927.8.7550	Tb927_08_v5.1	2175878	2177242	.	1365	129	6	5	6	683	863	1005	1	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	5	13	7	4	5	14	8	2	10	16
NA_peak_3198_G_Tb927.8.7580	Tb927_08_v5.1	2185363	2186577	.	1215	9	63	23	13	108	98	161	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	6	1	0	0	3	5	0	0	6
NA_peak_3201_R_Tb927.8.7590	Tb927_08_v5.1	2191348	2192153	.	806	411	46	17	88	608	488	712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_3213_G_Tb927.8.7730	Tb927_08_v5.1	2229192	2230078	.	887	193	23	9	8	992	577	960	2	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	27	15	13	33	9	11	10	13	13	10	15	21
NA_peak_3214_G_Tb927.8.7740	Tb927_08_v5.1	2231204	2232121	.	918	283	931	953	667	470	367	280	17	6	0	0	7	44	7	1	8	42	3	0	3	37	1	0	11	2	0	1	15	3	0	1	17	1	0	0
NA_peak_3215_G_Tb927.8.7740	Tb927_08_v5.1	2231822	2232080	.	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_3226_G_Tb927.8.7780	Tb927_08_v5.1	2263813	2265284	.	1472	950	192	109	280	3793	2472	4461	10	5	9	11	1	1	3	0	0	0	3	0	0	14	3	0	45	28	20	48	28	10	10	44	76	7	19	91
NA_peak_3228_G_Tb927.8.7810	Tb927_08_v5.1	2274302	2275058	.	757	116	26	21	44	173	303	39	5	3	4	0	0	0	1	0	0	0	0	1	0	2	2	1	3	2	3	2	11	0	0	13	2	0	0	1
NA_peak_3229_G_Tb927.8.7820	Tb927_08_v5.1	2276556	2280060	.	3505	691	431	303	810	323	809	540	12	13	22	0	3	1	0	0	4	0	0	0	0	0	0	0	1	20	0	0	0	13	0	0	6	23	0	4
NA_peak_3230_R_Tb927.8.7820	Tb927_08_v5.1	2278768	2280071	.	1304	7	47	44	53	20	20	23	0	0	0	4	0	0	12	3	0	0	6	3	0	0	13	1	0	0	0	15	0	0	0	17	0	0	5	18
NA_peak_3237_G_Tb927.8.7860	Tb927_08_v5.1	2302361	2303841	.	1481	562	2677	1285	1113	1791	1224	1691	17	4	4	25	3	0	1	160	3	0	0	99	3	0	1	90	41	15	6	57	26	19	10	9	47	21	20	17
NA_peak_3240_G_Tb927.8.7870	Tb927_08_v5.1	2307308	2308463	.	1156	222	26	18	12	909	870	1134	10	4	3	2	1	1	0	0	0	0	0	0	0	0	0	0	15	6	3	2	15	23	3	1	23	7	0	1
NA_peak_3242_G_Tb927.8.7890	Tb927_08_v5.1	2311357	2313416	.	2060	1015	57	11	64	2074	1977	1811	15	10	2	25	0	0	0	1	0	0	0	0	0	0	0	0	28	3	1	36	23	9	4	24	26	11	11	26
NA_peak_3243_G_Tb927.8.7890	Tb927_08_v5.1	2313519	2315015	.	1497	123	39	15	14	441	389	488	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	3	5	0	0	1	3
NA_peak_3246_G_Tb927.8.7900	Tb927_08_v5.1	2318488	2319991	.	1504	41	12	10	5	252	124	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NA_peak_3247_R_Tb927.8.7900	Tb927_08_v5.1	2318972	2320016	.	1045	19	4	1	1	26	32	41	0	0	8	6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	7	5	0	0	11	10	0	0	14	10
NA_peak_3252_G_Tb927.8.7920	Tb927_08_v5.1	2327143	2328646	.	1504	174	153	99	87	894	619	928	4	2	0	2	4	0	0	26	1	2	0	16	1	0	0	13	25	13	3	7	19	9	7	2	29	12	5	11
NA_peak_3255_G_Tb927.8.7930	Tb927_08_v5.1	2332119	2333604	.	1486	162	72	31	31	834	574	852	2	1	1	2	0	0	1	1	2	0	1	2	0	0	2	0	10	1	4	12	2	7	1	6	8	7	6	10
NA_peak_3257_G_Tb927.8.7940	Tb927_08_v5.1	2334915	2336959	.	2045	5182	260	140	227	8364	8459	8812	82	24	23	65	3	1	1	0	2	0	1	1	2	0	1	1	96	28	29	102	93	23	18	89	112	26	59	98
NA_peak_3265_G_Tb927.8.8090	Tb927_08_v5.1	2393321	2394533	.	1213	1572	3437	336	31	1897	1246	2558	9	65	65	9	1	180	163	2	0	23	18	0	0	0	0	1	18	22	23	18	4	16	34	3	20	82	82	9
NA_peak_3267_G_Tb927.8.8110	Tb927_08_v5.1	2399230	2400925	.	1696	2747	315	119	29	17963	13886	18352	27	58	33	14	9	0	4	5	0	0	1	0	0	0	0	0	38	320	247	31	22	250	175	19	43	331	257	13
NA_peak_3268_G_Tb927.8.8130	Tb927_08_v5.1	2403270	2403957	.	688	962	65	52	20	1452	665	2339	0	5	47	40	0	0	0	6	0	0	1	4	0	0	1	1	0	51	61	9	0	23	25	5	0	83	98	10
NA_peak_3269_G_Tb927.8.8130	Tb927_08_v5.1	2405045	2406900	.	1856	1294	1774	1202	378	2210	1776	2048	17	16	11	12	35	0	14	26	19	0	7	17	9	0	1	9	8	34	34	11	6	26	33	5	6	35	31	4
NA_peak_3270_G_Tb927.8.8160	Tb927_08_v5.1	2413466	2414481	.	1016	1430	53	11	8	1837	2201	2094	12	21	34	10	1	0	2	0	0	1	0	0	0	0	0	0	33	14	19	21	14	18	44	29	35	9	18	25
NA_peak_3276_G_Tb927.8.8190	Tb927_08_v5.1	2423866	2426082	.	2217	7391	1538	957	553	8900	6715	9943	75	88	93	13	39	1	3	6	15	2	2	7	10	1	0	6	114	93	11	18	97	68	26	11	129	112	28	28
NA_peak_3277_R_Tb927.8.8190	Tb927_08_v5.1	2425828	2426056	.	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_3278_G_Tb927.8.8200	Tb927_08_v5.1	2428267	2429549	.	1283	1747	66	40	69	2508	1785	2377	33	10	12	9	0	1	0	0	2	0	0	1	5	0	0	1	38	34	28	18	37	17	8	20	46	24	18	31
NA_peak_3279_R_Tb927.8.8220	Tb927_08_v5.1	2432520	2432736	.	217	4	4	2	4	3	5	12	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
NA_peak_3280_G_Tb927.8.8230	Tb927_08_v5.1	2434121	2435343	.	1223	41	16	4	5	359	111	380	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10	6	4	2	5	4	1	1	11	10	18	12
NA_peak_3281_G_Tb927.8.8230	Tb927_08_v5.1	2437690	2439515	.	1826	852	232	106	75	1557	811	1089	15	28	11	5	2	4	2	1	1	0	2	0	0	1	0	0	13	21	4	15	3	18	1	8	14	27	5	8
NA_peak_3282_R_Tb927.8.8230	Tb927_08_v5.1	2438866	2439100	.	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_3283_R_Tb927.8.8240	Tb927_08_v5.1	2440759	2441009	.	251	10	6	3	6	22	22	34	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	1
NA_peak_3284_G_Tb927.8.8250	Tb927_08_v5.1	2442360	2443110	.	751	27	18	6	12	55	78	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	3	0
NA_peak_3285_G_Tb927.8.8290	Tb927_08_v5.1	2455213	2456575	.	1363	680	3375	3200	6307	1271	425	799	2	52	37	3	77	61	57	39	90	4	18	39	169	26	31	80	1	30	22	1	0	13	7	0	6	22	9	0
NA_peak_3287_G_Tb927.8.8300	Tb927_08_v5.1	2458471	2460824	.	2354	517	1355	1616	1955	1546	805	1395	10	6	14	7	11	30	38	4	11	31	49	3	12	44	59	2	12	19	28	20	13	7	6	9	13	14	17	17
NA_peak_3288_G_Tb927.8.8310	Tb927_08_v5.1	2461537	2462115	.	579	22	13	6	7	188	33	21	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0
NA_peak_3340_G_Tb927.9.700	Tb927_09_v5.1	169648	170480	.	833	1429	474	132	97	2409	2012	1888	26	31	3	22	1	3	4	1	0	0	1	0	1	7	0	0	17	50	8	13	12	28	3	11	43	31	10	38
NA_peak_3343_G_Tb927.9.740	Tb927_09_v5.1	182220	183906	.	1687	1336	594	453	253	2701	1958	2740	4	20	90	21	22	2	13	23	25	0	2	16	4	0	1	7	0	35	170	26	0	28	142	16	1	30	208	18
NA_peak_3346_G_Tb927.9.780	Tb927_09_v5.1	185681	187366	.	1686	1545	600	424	275	3536	3326	2815	93	34	3	31	13	44	0	1	12	22	0	0	4	16	2	0	138	72	17	17	162	50	14	23	160	53	11	17
NA_peak_3390_G_Tb927.9.1280	Tb927_09_v5.1	326680	327416	.	737	400	207	249	223	6535	3174	3928	16	2	6	16	0	0	3	0	0	0	3	0	0	0	2	1	214	3	11	211	102	0	2	127	126	2	4	160
NA_peak_3392_G_Tb927.9.1400	Tb927_09_v5.1	343855	345902	.	2048	5407	2176	872	813	24645	25289	19726	102	40	55	89	101	23	30	61	13	6	15	13	16	5	6	14	320	26	30	320	320	28	36	328	286	17	28	296
NA_peak_3394_G_Tb927.9.1410	Tb927_09_v5.1	346967	348022	.	1056	893	345	422	145	2479	2595	2166	19	8	7	18	2	10	6	4	2	11	9	0	1	4	1	2	29	34	3	46	59	24	2	56	42	20	3	43
NA_peak_3395_G_Tb927.9.1420	Tb927_09_v5.1	348961	350054	.	1094	3455	2322	1200	613	4905	3748	3091	78	40	53	120	53	43	57	59	9	21	32	7	10	29	21	5	127	3	10	124	107	3	0	112	82	2	12	94
NA_peak_3396_G_Tb927.9.1440	Tb927_09_v5.1	351407	353145	.	1739	7286	1914	1062	1021	11454	9173	10663	79	22	117	81	1	14	47	2	2	4	28	1	8	8	31	6	140	56	70	176	61	58	70	140	79	66	79	159
NA_peak_3398_G_Tb927.9.1500	Tb927_09_v5.1	355044	356157	.	1114	1263	2132	2141	1385	2107	2119	1903	18	27	18	8	7	32	51	2	13	38	50	3	5	42	33	0	24	1	1	45	27	0	10	38	37	2	6	34
NA_peak_3400_G_Tb927.9.1590	Tb927_09_v5.1	371913	372785	.	873	36	8	3	8	237	46	189	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	1	1	0	9	6	0
NA_peak_3402_G_Tb927.9.1650	Tb927_09_v5.1	380311	381672	.	1362	259	49	19	19	1356	925	1030	4	1	5	3	1	1	1	2	0	0	1	0	0	0	0	2	10	26	20	11	5	6	16	8	8	12	20	14
NA_peak_3404_G_Tb927.9.1750	Tb927_09_v5.1	396911	397711	.	801	211	1093	1018	1346	1177	1040	203	7	5	6	3	20	18	22	13	4	41	28	0	2	40	40	2	41	0	1	31	31	1	0	25	0	0	1	3
NA_peak_3412_G_Tb927.9.1780	Tb927_09_v5.1	422721	423436	.	716	580	1478	1670	400	1197	1465	126	30	4	4	18	87	6	22	42	105	3	9	41	16	2	4	9	58	1	1	12	72	3	3	6	0	0	1	5
NA_peak_3413_G_Tb927.9.1880	Tb927_09_v5.1	426525	428057	.	1533	4402	25588	20737	27832	7728	7494	18636	35	40	74	24	17	25	21	12	5	8	4	0	0	6	9	0	3	74	73	4	17	23	22	32	1	19	36	2
NA_peak_3413.2_G_Tb927.9.1880	Tb927_09_v5.1	428397	429446	.	1050	781	16140	14276	18233	4702	6440	12879	7	25	25	5	0	0	3	0	0	1	0	0	0	0	0	1	3	92	86	4	2	137	132	0	3	17	16	2
NA_peak_3413.3_G_Tb927.9.1920	Tb927_09_v5.1	430901	432662	.	1762	1557	25935	22902	28443	3047	3963	20741	28	11	13	27	1	2	4	0	0	0	1	0	1	0	0	0	22	10	9	17	8	3	5	28	32	4	9	37
NA_peak_3415_G_Tb927.9.1960	Tb927_09_v5.1	438218	438927	.	710	60	8	4	24	93	37	371	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	1	3	1	0	5	1	1	1	0	15	0	2	2
NA_peak_3419_G_Tb927.9.2010	Tb927_09_v5.1	451594	452381	.	788	28	396	160	22	109	56	52	1	0	0	0	1	19	7	1	0	1	10	0	0	1	0	0	1	1	3	0	0	2	2	1	1	0	1	1
NA_peak_3421_G_Tb927.9.2055	Tb927_09_v5.1	460140	461180	.	1041	2923	1170	981	2772	6515	5934	6722	89	47	49	94	5	31	31	0	2	31	34	0	3	56	75	0	166	8	7	135	194	2	1	145	216	3	8	145
NA_peak_3422_G_Tb927.9.2075	Tb927_09_v5.1	467335	468641	.	1307	896	165	70	11	1537	1213	1287	26	10	5	14	0	5	3	0	0	0	0	0	0	0	0	0	13	14	12	7	7	15	6	8	21	11	7	4
NA_peak_3423_R_Tb927.9.2075	Tb927_09_v5.1	468212	468442	.	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_3425_G_Tb927.9.2100	Tb927_09_v5.1	476860	477795	.	936	906	1846	853	52	1648	1130	815	4	5	19	15	1	54	67	1	0	25	24	0	1	1	2	1	21	6	1	40	13	1	7	26	9	0	2	25
NA_peak_3426_G_Tb927.9.2110	Tb927_09_v5.1	479085	479868	.	784	60	5	1	164	272	221	214	1	3	2	2	0	0	0	0	0	0	0	0	0	6	11	0	6	0	0	11	5	1	0	6	3	1	1	1
NA_peak_3429_R_Tb927.9.2220	Tb927_09_v5.1	494540	494932	.	393	0	229	112	309	44	121	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
