GeneID	Chromosome	CDS start	CDS end	PCF1r	PCF2r	PCF3r	slBF1r	slBF2r	slBF3r	cBF1r	cBF2r	cBF3r	PCF1m	PCF2m	PCF3m	slBF1m	slBF2m	slBF3m	cBF1m	cBF2m	cBF3m	Percent Multialigners	Annotation source	is Pseudogene	Functional category	Prodcut description
Tb927.10.3860	Tb927_10_v5	1016416	1015754	261.0	237.4	311.6	346.8	316.0	407.5	346.0	214.8	219.3	403.2	628.8	382.5	529.1	326.4	373.0	499.7	399.6	311.8	0.5	TriTrypDB V5.0	No	Other	"SNF-7-like protein, putative"
Tb927.10.3870	Tb927_10_v5	1024385	1017930	240.7	431.2	234.0	1126.8	963.0	852.7	410.0	372.6	458.8	1179.4	470.6	658.9	1115.1	2699.1	2415.4	678.2	790.9	992.1	0.5	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.3880	Tb927_10_v5	1027176	1024891	193.5	311.0	181.8	805.5	701.5	758.5	606.9	326.7	310.8	636.8	650.8	787.8	1168.2	1058.6	1357.5	837.1	671.9	1003.3	0.2	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.3890	Tb927_10_v5	1030559	1028040	232.3	374.0	297.6	197.8	252.3	211.8	181.4	126.8	119.5	569.5	418.1	504.1	605.3	883.5	999.2	473.7	427.6	667.5	0.9	TriTrypDB V5.0	No	Metabolism	"phosphatidylinositol-4-phosphate 5-kinase, putative (PIP5KII-alpha)"
Tb927.10.390	Tb927_10_v5	104432	104881	300.9	392.7	283.4	1476.1	771.2	1006.8	791.7	762.0	743.8	167.3	333.5	200.6	576.7	505.5	518.5	582.0	464.6	574.7	0.3	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.3900	Tb927_10_v5	1035124	1032902	513.3	524.1	372.3	475.2	425.0	370.3	429.3	375.3	350.7	717.6	349.7	399.3	511.5	949.3	1059.0	427.3	377.9	565.8	0.6	TriTrypDB V5.0	No	Phosphorylation	"protein kinase, putative"
Tb927.10.3910	Tb927_10_v5	1038542	1037103	30.9	43.4	280.3	299.3	312.9	410.4	318.1	204.2	271.4	325.2	335.1	307.2	931.7	964.8	1061.4	682.5	563.7	652.3	1.0	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.3920	Tb927_10_v5	1042834	1041368	592.2	871.7	719.1	1346.6	1171.9	1421.9	858.9	1007.9	714.8	434.1	336.0	315.1	458.5	734.2	811.3	351.0	443.2	582.4	0.5	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.3930	Tb927_10_v5	1043862	1043092	6244.7	1155.9	4966.1	1726.1	653.1	719.2	1959.5	3136.5	1704.5	21774.8	19339.6	18496.8	11703.1	8093.7	5836.2	10519.6	11703.5	6567.5	98.0	TriTrypDB V5.0	No	Translation	"40S ribosomal protein S3A, putative"
Tb927.10.3940	Tb927_10_v5	1044943	1044173	6316.0	1185.7	4975.3	1667.2	644.0	827.0	1792.5	3014.0	1739.8	22674.2	20085.5	19497.3	12061.7	8098.0	5937.5	9974.7	10801.3	6135.8	97.9	TriTrypDB V5.0	No	Translation	"40S ribosomal protein S3A, putative"
Tb927.10.3950	Tb927_10_v5	1046814	1045318	306.6	209.8	238.9	211.2	209.0	232.0	135.6	179.8	164.3	819.5	1120.7	1035.5	723.3	666.6	608.5	790.4	822.9	587.2	1.0	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.3960	Tb927_10_v5	1048980	1048513	351.4	357.5	264.0	600.3	480.5	781.1	384.1	336.5	255.9	384.5	365.6	217.9	295.4	249.3	311.7	168.9	190.2	186.3	5.4	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.3970	Tb927_10_v5	1052290	1050740	463.7	369.8	386.4	144.3	142.3	160.9	166.5	380.8	322.4	309.2	237.2	284.1	226.5	294.1	367.3	272.7	310.9	409.4	2.2	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.3980	Tb927_10_v5	1054714	1054151	32.5	21.1	32.5	16.1	27.2	17.0	13.8	14.8	49.0	404.5	248.2	336.0	536.0	612.3	573.9	307.3	350.8	583.8	71.6	TriTrypDB V5.0	No	Unknown: Tb-specific	hypothetical protein
Tb927.10.3990	Tb927_10_v5	1057502	1056282	7274.5	5900.0	6372.0	6681.9	7770.4	7744.3	7245.8	8613.9	9019.9	2248.0	1847.2	1811.9	1827.2	2839.4	3232.7	2185.0	2515.2	3717.8	0.8	TriTrypDB V5.0	No	RNA-associated	DHH1 (DHH1)
Tb927.10.40	Tb927_10_v5	23060	23503	6.1	5.5	6.5	3.0	6.0	3.3	6.1	4.4	6.1	12.5	5.5	7.7	4.2	14.5	6.9	2.1	8.5	2.3	85.7	TriTrypDB V5.0	No	Unknown: Tb-specific	hypothetical protein
Tb927.10.400	Tb927_10_v5	106605	107084	56.7	36.6	63.6	95.3	85.8	192.3	55.0	59.0	65.6	147.3	156.9	164.8	158.8	93.3	188.1	173.2	142.9	115.7	0.3	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4000	Tb927_10_v5	1058945	1058112	403.4	314.6	388.8	145.3	189.8	195.5	206.5	327.8	296.9	320.9	365.6	416.6	217.9	240.3	278.9	223.6	328.6	358.0	0.8	TriTrypDB V5.0	No	Metabolism	"methylglutaconyl-CoA hydratase, mitochondrial precursor, putative"
Tb927.10.4010	Tb927_10_v5	1061501	1059453	636.4	440.5	561.1	552.0	505.7	485.0	379.6	485.5	395.7	649.9	834.5	952.6	836.5	630.4	791.3	846.5	920.6	841.4	0.6	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4020	Tb927_10_v5	1063367	1061818	92.9	81.7	77.2	65.2	62.6	43.1	53.8	59.0	68.0	312.6	414.5	394.0	321.2	368.2	369.7	357.0	329.7	403.3	0.6	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4040	Tb927_10_v5	1064846	1063800	801.0	952.4	866.5	716.9	732.8	838.0	809.7	471.1	618.4	858.5	1412.5	1188.3	665.8	499.9	583.5	856.2	794.7	723.5	0.3	TriTrypDB V5.0	No	Metabolism	3-keto-dihydrosphingosine reductase
Tb927.10.4050	Tb927_10_v5	1070796	1069123	2064.6	2489.7	2048.9	3826.9	4278.9	3797.1	2310.7	2586.5	2180.3	628.0	348.0	203.1	172.3	947.6	626.0	224.9	294.9	235.1	1.5	TriTrypDB V5.0	No	Metabolism	"serine palmitoyltransferase, putative"
Tb927.10.4060	Tb927_10_v5	1072521	1071415	269.5	328.8	276.8	474.1	557.2	515.5	617.2	532.0	563.6	532.2	709.0	641.5	670.8	526.4	515.0	970.1	1106.1	769.6	0.2	TriTrypDB V5.0	No	Interacting	"hypothetical protein, conserved"
Tb927.10.4070	Tb927_10_v5	1073996	1073004	104.1	130.2	151.1	208.6	203.9	249.4	173.3	170.9	191.0	485.4	712.8	530.4	640.0	404.7	387.7	713.4	676.0	436.7	0.8	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4080	Tb927_10_v5	1078140	1074589	1230.6	984.4	696.1	499.1	307.9	301.2	713.7	852.9	551.7	1665.0	843.6	1136.7	716.8	1220.7	1417.4	1293.5	1226.4	1929.1	32.9	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4090	Tb927_10_v5	1079011	1078772	84.6	71.9	113.1	45.7	33.3	81.0	80.8	88.0	137.1	185.3	216.1	182.0	82.4	66.7	64.0	144.5	132.6	125.2	1.1	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.410	Tb927_10_v5	108290	109723	70.5	167.3	72.3	259.4	230.1	235.3	510.2	265.0	150.4	167.0	202.3	127.5	233.2	361.7	402.7	274.1	210.1	264.2	0.5	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4100	Tb927_10_v5	1081748	1079673	161.8	145.7	157.9	81.0	70.7	62.6	132.7	93.3	106.0	727.7	867.8	808.1	536.6	544.4	532.4	662.0	728.6	800.6	0.6	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4110	Tb927_10_v5	1082496	1082179	1856.5	837.9	1989.4	806.8	372.5	646.8	911.6	1402.7	1034.8	9032.7	8619.3	7094.2	5511.8	3347.9	2447.0	6477.4	4238.8	2778.2	100.0	TriTrypDB V5.0	No	Translation	60S ribosomal protein L30 (RPL30)
Tb927.10.4120	Tb927_10_v5	1083124	1082807	1976.0	878.8	1863.1	784.7	369.5	655.8	872.6	1406.2	980.1	9182.0	8550.1	7188.9	5513.9	3420.2	2394.2	6478.8	4375.2	2730.4	100.0	TriTrypDB V5.0	No	Translation	60S ribosomal protein L30 (RPL30)
Tb927.10.4130	Tb927_10_v5	1086105	1085308	714.0	665.5	788.0	300.8	390.6	531.4	278.0	223.7	232.6	472.3	515.1	490.4	235.8	285.5	303.9	300.5	302.2	301.7	3.4	TriTrypDB V5.0	No	Metabolism	"NDUFA5/B13 subunit, putative"
Tb927.10.4140	Tb927_10_v5	1086974	1086753	131.9	107.2	224.9	144.7	136.3	225.0	254.0	296.9	343.1	256.5	324.1	305.4	213.5	147.9	147.9	452.5	370.2	244.2	0.3	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4150	Tb927_10_v5	1087709	1087320	8.6	11.0	12.9	3.5	8.1	5.5	7.3	5.2	8.4	226.7	303.8	211.3	169.7	159.7	164.5	389.2	224.8	214.6	0.6	TriTrypDB V5.0	No	Unknown: Tb-specific	"hypothetical protein, unlikely"
Tb927.10.4160	Tb927_10_v5	1089954	1088791	118.6	189.6	106.1	662.2	686.4	666.0	908.2	358.2	637.9	428.3	511.5	394.5	796.4	726.5	629.2	798.0	568.4	744.9	0.9	TriTrypDB V5.0	No	Interacting	predicted zinc finger protein
Tb927.10.4170	Tb927_10_v5	1098057	1090438	743.0	839.8	721.8	458.0	325.0	255.5	590.7	735.7	703.5	1269.5	888.0	1147.1	779.7	1342.0	1222.4	1039.9	1219.6	1716.3	0.5	TriTrypDB V5.0	No	organelle biogenesis and structure	"hypothetical protein, conserved"
Tb927.10.4180	Tb927_10_v5	1100900	1100157	712.6	543.1	688.9	2505.3	1837.1	2609.0	2484.1	3103.6	2931.2	353.2	497.7	368.5	769.2	731.3	894.4	882.2	977.6	1443.2	5.1	TriTrypDB V5.0	No	phosphorylation	"TFIIF-stimulated CTD phosphatase, putative"
Tb927.10.4190	Tb927_10_v5	1104361	1104663	6.1	7.7	6.6	3.0	5.0	3.4	6.1	4.4	6.1	40.8	31.3	45.4	36.4	36.7	23.2	35.4	35.0	28.2	4.7	TriTrypDB V5.0	No	Unknown: Tb-specific	hypothetical protein
Tb927.10.420	Tb927_10_v5	110936	113665	260.9	305.6	201.4	596.7	528.9	572.8	386.4	279.2	268.0	590.8	740.4	772.6	1048.3	909.7	1182.6	986.4	820.3	928.0	1.1	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4200	Tb927_10_v5	1105375	1107969	627.3	1250.0	637.3	766.1	561.2	592.0	466.4	708.4	588.0	847.7	1108.8	800.9	790.6	695.8	670.8	875.5	873.7	982.0	0.6	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4210	Tb927_10_v5	1108328	1109311	43.5	48.5	39.3	41.2	32.3	38.0	67.1	72.3	64.6	362.2	555.9	356.5	333.7	220.0	159.0	559.9	527.2	365.6	0.5	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4220	Tb927_10_v5	1109764	1110693	259.7	258.2	223.4	168.1	138.3	131.6	239.3	294.3	284.8	496.2	638.0	486.1	413.2	294.6	258.7	624.6	487.0	494.7	0.6	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4230	Tb927_10_v5	1110970	1111833	153.3	158.8	107.4	53.4	56.5	69.3	62.1	50.1	53.6	852.0	1015.6	566.2	525.7	336.3	294.1	682.9	591.8	469.6	0.4	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4240	Tb927_10_v5	1112059	1112421	3093.9	3146.5	4493.6	194.7	158.5	275.3	453.9	428.9	547.6	2196.1	2525.7	3115.5	385.6	310.5	222.3	775.1	834.3	371.5	0.2	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4250	Tb927_10_v5	1112688	1113248	180.1	194.3	222.9	206.5	196.8	304.9	252.5	243.1	219.2	425.6	537.4	390.0	428.6	310.7	206.6	548.6	399.7	283.8	0.3	TriTrypDB V5.0	No	Protein transport/modification	"ADP-ribosylation factor-like 2, arl2 (ARL2)"
Tb927.10.4260	Tb927_10_v5	1113513	1114925	270.7	292.5	341.6	2218.4	1893.7	1782.5	2154.3	1500.1	1844.2	887.7	1588.9	1072.7	2546.2	1613.5	1499.2	2921.0	1921.7	2154.8	0.5	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4270	Tb927_10_v5	1115425	1115976	449.2	442.5	268.1	241.8	224.1	367.8	325.0	518.1	559.7	409.5	652.8	449.5	422.5	235.1	200.6	702.3	591.6	399.3	0.5	TriTrypDB V5.0	No	Protein transport/modification	"coatomer zeta subunit, putative,cytosolic coat protein, putative (zeta-CoP)"
Tb927.10.4280	Tb927_10_v5	1116381	1116986	3788.4	4753.1	3531.4	78.4	84.8	132.5	20.1	77.9	55.9	2669.3	3104.5	2679.5	224.6	192.6	165.2	288.6	408.6	141.7	0.2	TriTrypDB V5.0	No	Metabolism	"hypothetical protein, conserved"
Tb927.10.4290	Tb927_10_v5	1117602	1118429	175.5	252.6	243.9	480.5	455.3	568.9	279.4	276.6	277.6	361.3	450.6	351.7	532.8	496.9	458.7	470.6	494.1	398.1	0.5	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.430	Tb927_10_v5	114042	115163	358.9	463.4	353.9	150.6	232.2	288.4	228.1	248.6	159.8	879.8	1062.6	903.0	522.5	501.0	470.0	650.6	678.0	482.1	1.5	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4300	Tb927_10_v5	1118865	1120664	26.4	22.1	17.2	26.2	29.3	36.1	47.5	39.6	48.6	427.8	631.5	647.2	549.4	499.4	562.7	483.5	626.3	562.8	0.1	TriTrypDB V5.0	No	Transporter	Trk system potassium uptake protein (HKT1)
Tb927.10.4310	Tb927_10_v5	1121153	1122040	2797.7	2164.3	2723.3	679.4	522.9	668.9	655.4	934.8	825.3	2144.7	2186.0	2265.2	862.3	489.9	469.9	1334.8	1725.9	892.9	0.1	TriTrypDB V5.0	No	Other	"prohibitin 2, putative (PHB2)"
Tb927.10.4320	Tb927_10_v5	1122487	1124478	276.9	435.8	331.6	507.1	323.0	380.1	286.5	229.0	252.0	474.8	496.7	464.5	600.3	690.8	614.6	635.4	522.6	691.7	0.8	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4330	Tb927_10_v5	1125374	1126480	407.3	424.9	520.4	155.2	145.4	143.5	128.3	154.2	163.0	990.7	1565.7	1624.7	443.4	317.0	222.2	600.2	601.3	378.5	0.9	TriTrypDB V5.0	No	Metabolism	"2-oxoisovalerate dehydrogenase beta subunit, mitochondrial precursor, putative"
Tb927.10.4340	Tb927_10_v5	1127814	1127990	6.1	5.5	6.5	3.0	6.0	3.3	6.1	4.4	6.1	12.7	6.4	7.8	3.1	17.9	8.6	7.7	9.4	2.8	100.0	TriTrypDB V5.0	No	Unknown: Tb-specific	hypothetical protein
Tb927.10.4350	Tb927_10_v5	1129602	1129420	6.1	5.5	6.5	3.0	5.0	3.4	6.1	4.4	6.1	12.3	4.5	7.7	2.6	9.2	7.0	3.9	10.2	1.5	83.3	TriTrypDB V5.0	No	Unknown: Tb-specific	hypothetical protein
Tb927.10.4360	Tb927_10_v5	1132642	1132980	7.4	8.8	10.3	5.7	6.1	4.7	6.2	7.9	10.8	15.1	7.3	7.9	5.2	18.7	12.1	2.2	21.9	4.1	49.5	TriTrypDB V5.0	No	Unknown: Tb-specific	hypothetical protein
Tb927.10.4370	Tb927_10_v5	1134393	1133224	22.2	25.6	71.7	89.7	117.1	127.2	161.5	64.9	92.7	56.5	42.4	38.6	152.6	181.4	147.1	278.5	124.1	143.0	3.4	TriTrypDB V5.0	No	ESAG/GRESAG	"expression site-associated gene (ESAG) protein, putative,expression site-associated gene 3 (ESAG3) protein, putative"
Tb927.10.4380	Tb927_10_v5	1135551	1134811	6.1	7.7	6.6	143.4	191.8	174.6	11.9	5.2	6.2	61.5	37.8	41.5	316.3	376.2	346.3	68.2	55.6	31.9	76.7	TriTrypDB V5.0	No	Unknown: Tb-specific	hypothetical protein
Tb927.10.4390	Tb927_10_v5	1136672	1135953	9.7	7.8	10.4	307.8	472.4	426.6	25.0	7.7	11.1	79.3	46.1	27.1	326.6	446.3	415.6	132.8	77.5	57.9	50.9	TriTrypDB V5.0	No	Unknown: Tb-specific	hypothetical protein
Tb927.10.440	Tb927_10_v5	115475	115879	154.7	187.5	139.9	174.5	154.5	241.4	105.1	125.1	122.9	453.8	564.2	300.4	572.0	221.5	191.0	500.9	388.4	162.4	0.3	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4400	Tb927_10_v5	1138421	1137930	12.1	10.0	11.7	133.8	125.2	256.4	76.8	101.6	39.5	69.8	50.8	34.5	130.6	96.4	123.0	119.2	95.6	88.6	1.9	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4410	Tb927_10_v5	1139682	1139221	17.0	19.9	22.1	322.7	27.3	22.3	45.6	13.9	19.7	159.8	79.3	57.7	83.4	276.4	213.9	68.4	123.1	55.9	46.0	TriTrypDB V5.0	No	Unknown: Tb-specific	hypothetical protein
Tb927.10.4420	Tb927_10_v5	1140584	1140138	23.4	49.6	49.3	19.3	16.1	10.7	7.6	7.8	23.7	159.9	57.1	42.6	119.6	365.0	246.7	61.9	82.0	70.7	46.5	TriTrypDB V5.0	No	Unknown: Tb-specific	hypothetical protein
Tb927.10.4430	Tb927_10_v5	1143061	1141343	1517.1	1258.2	1303.7	2311.2	2829.4	2456.9	999.3	1219.4	927.7	700.6	279.5	303.4	317.9	1338.9	836.3	188.8	316.9	242.6	0.3	TriTrypDB V5.0	No	RNA-associated	pumillo RNA binding protein PUF1 (PUF1)
Tb927.10.4440	Tb927_10_v5	1144776	1143913	79.9	85.0	97.7	608.5	611.7	672.3	561.1	485.3	497.9	325.3	317.5	334.5	691.8	676.5	535.7	985.1	745.4	593.6	0.4	TriTrypDB V5.0	No	Unknown: conserved	predicted SAP domain protein
Tb927.10.4450	Tb927_10_v5	1146015	1145242	802.4	597.3	1492.9	570.6	577.4	660.0	548.2	790.2	945.5	1109.6	1229.6	1728.2	1192.8	863.7	707.9	1498.5	1479.1	1090.9	0.2	TriTrypDB V5.0	No	Protein folding	"stress-inducible protein STI1-like, putative"
Tb927.10.4460	Tb927_10_v5	1147235	1146333	160.8	164.5	227.9	396.7	378.5	415.5	269.8	301.3	334.6	459.8	422.8	468.8	639.1	542.8	541.0	517.6	449.8	522.5	0.2	TriTrypDB V5.0	No	Other	"leucine carboxyl methyltransferase, putative"
Tb927.10.4470	Tb927_10_v5	1150860	1147705	363.1	181.2	252.0	295.3	292.7	250.3	356.3	345.3	413.7	982.5	844.6	1392.1	1350.5	1329.4	1555.7	1415.4	1279.8	1639.2	3.4	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4480	Tb927_10_v5	1152938	1151097	54.6	68.4	84.5	161.4	184.7	136.3	98.7	80.1	90.1	465.5	534.4	778.0	1100.8	896.9	941.8	999.8	886.4	1005.8	0.3	TriTrypDB V5.0	No	DNA-associated	"DNA damage repair protein, putative"
Tb927.10.4490	Tb927_10_v5	1156270	1153298	423.0	622.3	450.4	765.7	718.7	710.1	275.0	549.1	396.9	983.1	1102.2	1336.0	1243.9	1248.5	1414.6	886.0	927.4	1064.2	0.3	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.450	Tb927_10_v5	116687	118612	839.6	1085.7	581.3	1450.1	1348.6	1236.6	987.1	1165.5	1094.3	607.6	524.3	452.6	925.1	927.9	1128.1	623.5	669.4	1013.8	5.3	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4500	Tb927_10_v5	1157607	1156669	158.1	73.1	191.1	589.6	601.6	627.4	389.3	506.7	364.2	507.9	516.9	627.4	1205.6	752.6	779.0	899.6	899.5	610.5	0.9	TriTrypDB V5.0	No	RNA-associated	"mRNA capping methyltransferase, putative"
Tb927.10.4510	Tb927_10_v5	1159176	1158100	547.1	399.6	520.6	499.4	521.9	501.7	576.8	437.8	426.2	724.0	777.3	737.9	998.9	729.3	670.8	1032.5	906.5	789.3	0.3	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4520	Tb927_10_v5	1161038	1159602	228.2	207.5	181.6	338.3	280.6	305.7	291.3	217.5	202.3	700.5	612.0	827.4	890.7	714.8	757.4	521.2	538.4	613.9	1.0	TriTrypDB V5.0	No	Metabolism	"fructose- 2,6- bisphosphatase-like protein"
Tb927.10.4530	Tb927_10_v5	1162236	1161373	70.2	81.7	84.7	107.2	118.1	92.2	109.5	83.6	75.7	346.7	436.7	337.9	393.5	311.0	293.4	458.0	493.4	299.9	0.6	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4540	Tb927_10_v5	1162967	1162416	89.1	57.5	61.5	70.5	55.5	91.6	85.1	39.4	84.9	191.2	217.0	200.2	247.6	142.1	147.9	244.7	211.1	169.5	0.3	TriTrypDB V5.0	No	organelle biogenesis and structure	"ARP2/3 complex subunit, putative"
Tb927.10.4550	Tb927_10_v5	1163680	1163210	123.3	99.5	154.9	124.3	182.7	181.7	138.8	75.5	137.3	334.9	440.4	301.5	533.0	299.0	203.1	625.5	490.0	248.6	0.9	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4560	Tb927_10_v5	1166547	1164007	26909.8	23369.0	28799.4	16368.9	7993.5	8838.4	16242.4	35513.9	26856.6	9808.6	9043.9	14137.6	6412.0	5070.2	6210.5	5973.6	13757.9	20821.7	99.7	TriTrypDB V5.0	No	Translation	elongation factor 2
Tb927.10.4570	Tb927_10_v5	1169707	1167167	26820.4	23529.0	28528.0	16527.2	8119.7	9142.1	15777.6	35915.7	26543.8	9773.6	9322.6	14339.2	6427.5	5035.1	6276.3	5910.9	14200.5	20231.4	99.4	TriTrypDB V5.0	No	Translation	elongation factor 2
Tb927.10.4580	Tb927_10_v5	1171179	1170043	47.2	54.1	54.7	47.2	35.3	27.2	32.1	38.6	71.2	338.9	437.6	439.7	504.7	407.9	315.8	442.7	531.0	430.0	0.2	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4590	Tb927_10_v5	1172004	1171381	113.5	103.8	107.0	77.3	44.4	77.6	61.5	123.5	123.9	191.1	315.8	327.9	296.4	207.8	191.2	393.4	423.1	266.1	0.6	TriTrypDB V5.0	No	organelle biogenesis and structure	"mitochondrial inner membrane signal peptidase, putative,serine peptidase clan SF, family S26B, putative"
Tb927.10.460	Tb927_10_v5	119555	121849	233.4	390.5	265.1	825.5	848.9	807.4	294.2	405.4	309.3	356.7	238.1	226.6	507.3	804.6	889.2	345.6	317.9	494.7	1.6	TriTrypDB V5.0	No	Phosphorylation	NIMA-related protein kinase (NRKC)
Tb927.10.4600	Tb927_10_v5	1174475	1173075	362.3	263.9	353.5	227.7	251.3	181.1	245.5	357.8	337.1	426.0	428.3	553.9	396.2	387.2	384.3	515.0	476.4	505.9	1.0	TriTrypDB V5.0	No	DNA-associated	predicted SET domain protein
Tb927.10.4610	Tb927_10_v5	1175617	1174838	518.0	376.4	394.3	779.8	518.8	431.5	507.7	616.7	595.2	922.7	1110.6	703.4	1373.5	824.7	583.2	1076.0	928.7	559.8	0.3	TriTrypDB V5.0	No	Protein transport/modification	"dolicholphosphate-mannose synthase, putative (DPMS)"
Tb927.10.4620	Tb927_10_v5	1176250	1175924	398.7	291.5	531.8	153.8	90.9	120.7	118.8	185.9	250.3	670.9	577.8	758.8	372.8	243.1	215.4	394.2	480.6	284.3	0.4	TriTrypDB V5.0	No	Protein folding	"peptidyl-prolyl cis-trans isomerase, putative (PPIase)"
Tb927.10.4630	Tb927_10_v5	1177436	1176795	167.9	176.5	155.4	324.2	411.8	544.4	163.5	157.6	178.9	603.6	671.2	539.6	1050.9	646.6	484.5	478.8	534.8	343.5	1.4	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4640	Tb927_10_v5	1179268	1177802	3568.2	2095.9	3118.6	1646.2	1137.6	1065.2	1233.9	2768.3	1868.6	1460.4	1314.4	2232.0	1380.0	907.8	959.9	1208.1	1498.4	1772.7	1.8	TriTrypDB V5.0	No	Translation	"eukaryotic translation initiation factor 3 subunit L, putative"
Tb927.10.4650	Tb927_10_v5	1181745	1179451	54.4	50.8	63.7	62.7	86.8	76.6	52.5	51.1	51.2	432.4	472.6	599.7	705.2	712.5	825.9	631.0	500.4	845.6	0.6	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4660	Tb927_10_v5	1182636	1182070	127.1	164.4	164.3	149.4	124.2	179.1	129.5	133.0	164.1	717.2	878.0	444.1	800.3	370.0	264.5	963.6	596.3	280.1	3.2	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4670	Tb927_10_v5	1183896	1182982	96.7	107.0	101.8	506.7	311.9	299.1	359.6	235.0	306.7	405.9	570.6	418.9	897.1	627.8	529.6	747.6	584.2	561.0	0.5	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.10.4680	Tb927_10_v5	1185052	1184156	54.1	34.3	45.7	61.1	82.8	122.9	90.0	52.7	81.5	707.8	721.0	500.3	763.7	473.1	456.0	1125.1	576.7	449.9	1.5	TriTrypDB V5.0	No	Metabolism	"NUDIX hydrolase, conserved,predicted MutT/NUDIX family protein"
Tb927.10.4690	Tb927_10_v5	1185949	1185611	403.8	452.6	771.6	448.8	293.8	414.9	153.0	266.1	314.9	750.4	877.0	681.7	913.4	502.2	427.4	959.3	800.2	396.7	1.4	TriTrypDB V5.0	No	organelle biogenesis and structure	"dynein light chain, putative"
Tb927.10.470	Tb927_10_v5	123321	124898	592.0	760.2	526.2	94.1	125.2	133.4	202.5	185.8	192.4	893.6	936.1	848.0	397.9	364.7	387.0	435.4	451.3	473.9	0.8	TriTrypDB V5.0	No	Metabolism	"choline dehydrogenase, putative"
Tb927.10.4700	Tb927_10_v5	1187061	1186357	135.4	124.8	157.7	213.3	147.4	232.2	94.3	153.4	143.5	503.2	867.0	472.8	750.9	384.4	340.8	795.5	696.5	335.0	0.6	TriTrypDB V5.0	No	Protein transport/modification	"dolicholphosphate-mannose synthase, putative"
Tb927.10.4710	Tb927_10_v5	1188215	1187595	1090.8	846.6	1244.6	889.5	681.4	854.5	794.3	860.7	822.9	1000.4	1250.9	1144.1	1012.1	634.4	567.7	1021.1	990.7	710.5	1.4	TriTrypDB V5.0	No	Protease-related	"proteasome beta 2 subunit, putative,20S proteasome subunit"
