# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-F" "SAF" "-a" "merge_macs_BSF_B/merge_macs_BSF_B.SAF" "-o" "merge_macs_BSF_B/merge_macs_BSF_B_counts.txt" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_RR.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_RR.bam
NA_peak_2428	Tb927_09_v5.1	3480514	3481247	.	734	703	1113	1063	1256	18	6	10	9	2	4	29	2	2	3	21	0	2	5	34	1
NA_peak_2429	Tb927_09_v5.1	3482364	3482987	.	624	659	2044	1507	315	0	29	45	10	2	122	138	7	0	99	114	1	1	23	11	3
NA_peak_2430	Tb927_09_v5.1	3484197	3485516	.	1320	159	1815	2351	3753	0	10	0	0	7	1	0	0	21	2	0	0	35	1	0	0
NA_peak_2431	Tb927_09_v5.1	3486647	3487223	.	577	4	71	80	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2432	Tb927_09_v5.1	3489144	3489596	.	453	13	20	33	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2433	Tb927_09_v5.1	3504960	3505858	.	899	155	605	1075	1485	0	0	2	2	0	0	3	3	0	0	2	3	0	0	3	0
NA_peak_2434	Tb927_09_v5.1	3509141	3510144	.	1004	102	152	147	207	3	2	3	1	1	0	0	4	0	0	0	9	0	0	2	15
NA_peak_2435	Tb927_09_v5.1	3518500	3519402	.	903	498	5338	5755	7222	9	12	1	3	77	45	0	0	95	2	0	1	90	0	0	0
NA_peak_2436	Tb927_09_v5.1	3521629	3522763	.	1135	137	190	184	191	1	0	2	0	0	0	1	1	0	0	1	3	0	0	0	1
NA_peak_2437	Tb927_09_v5.1	3523723	3524661	.	939	1284	1919	2444	2422	7	31	13	28	22	1	0	18	22	1	0	30	19	1	0	10
NA_peak_2438	Tb927_09_v5.1	3524842	3525711	.	870	388	822	835	1007	1	0	3	7	1	0	6	10	0	0	9	14	1	0	7	19
NA_peak_2439	Tb927_09_v5.1	3530969	3531518	.	550	98	336	245	342	12	0	0	0	64	0	0	3	36	0	0	0	49	0	0	1
NA_peak_2440	Tb927_09_v5.1	3531618	3532018	.	401	21	89	97	80	0	0	1	1	0	0	3	19	0	0	2	25	0	0	2	22
NA_peak_2441	Tb927_09_v5.1	3541814	3542885	.	1072	73	7455	5852	7531	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
NA_peak_2442	Tb927_10_v5.1	1	803	.	803	60	8214	6251	7118	0	0	0	0	0	2	0	0	0	4	0	0	1	12	0	0
NA_peak_2443	Tb927_10_v5.1	914	1617	.	704	33	201	254	433	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
NA_peak_2444	Tb927_10_v5.1	9775	10253	.	479	54	452	319	466	0	0	1	1	0	19	0	0	0	14	0	0	0	38	0	0
NA_peak_2445	Tb927_10_v5.1	21320	22892	.	1573	290	2454	2385	2711	0	0	0	3	0	8	10	0	1	9	9	0	0	5	9	2
NA_peak_2446	Tb927_10_v5.1	28775	29994	.	1220	1	16	14	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2447	Tb927_10_v5.1	31684	31986	.	303	67	178	57	17	0	0	4	3	0	0	4	0	0	0	2	0	0	0	2	0
NA_peak_2448	Tb927_10_v5.1	35446	37825	.	2380	2634	5483	3981	3289	26	10	37	21	6	26	63	0	3	24	47	1	4	13	41	2
NA_peak_2449	Tb927_10_v5.1	40895	41203	.	309	2545	2440	1572	1319	1	1	119	96	0	0	31	147	0	0	13	82	0	0	9	66
NA_peak_2450	Tb927_10_v5.1	50896	51408	.	513	366	1243	1233	1541	0	9	0	0	0	85	0	0	0	93	0	0	0	120	0	0
NA_peak_2451	Tb927_10_v5.1	72183	74006	.	1824	312	839	620	303	6	2	7	4	26	1	6	14	17	1	5	15	8	1	0	8
NA_peak_2452	Tb927_10_v5.1	74743	76049	.	1307	264	922	3244	3356	3	0	0	28	20	0	0	51	79	0	3	121	89	0	1	138
NA_peak_2453	Tb927_10_v5.1	76859	77228	.	370	938	1038	419	402	26	17	5	0	57	4	0	0	25	1	0	0	26	1	0	0
NA_peak_2454	Tb927_10_v5.1	77310	77832	.	523	1150	1221	477	849	3	3	48	17	3	0	8	51	1	0	5	20	1	0	2	60
NA_peak_2455	Tb927_10_v5.1	79212	80234	.	1023	3466	6380	2586	1347	7	97	50	3	174	0	1	130	77	1	3	56	47	0	0	30
NA_peak_2456	Tb927_10_v5.1	84625	84960	.	336	48	189	121	73	3	3	0	1	14	1	0	0	10	1	0	0	5	2	0	0
NA_peak_2457	Tb927_10_v5.1	85096	87028	.	1933	1594	5062	2984	1303	17	10	17	20	54	30	66	66	25	12	38	59	14	7	11	23
NA_peak_2458	Tb927_10_v5.1	88305	89699	.	1395	235	517	490	497	5	0	1	8	12	0	2	19	24	0	0	17	17	0	0	19
NA_peak_2459	Tb927_10_v5.1	96087	96997	.	911	1389	3737	5114	2530	64	9	8	52	144	2	2	78	223	0	0	95	98	0	0	52
NA_peak_2460	Tb927_10_v5.1	99815	100139	.	325	1997	2313	1310	439	93	48	0	0	132	21	0	0	64	5	0	0	21	0	0	0
NA_peak_2461	Tb927_10_v5.1	105640	106512	.	873	878	860	566	483	0	0	27	17	0	0	6	23	0	0	2	20	0	0	1	11
NA_peak_2462	Tb927_10_v5.1	108443	108976	.	534	18	37	14	29	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
NA_peak_2463	Tb927_10_v5.1	116503	118006	.	1504	1518	7799	7645	9172	83	32	32	47	593	9	22	307	625	0	10	296	664	1	8	317
NA_peak_2464	Tb927_10_v5.1	128311	129451	.	1141	22	358	395	929	0	0	0	0	2	10	8	0	1	13	19	0	5	19	31	0
NA_peak_2465	Tb927_10_v5.1	135923	136983	.	1061	370	442	441	376	7	24	8	4	13	8	5	6	29	4	1	8	19	0	1	6
NA_peak_2466	Tb927_10_v5.1	140561	141239	.	679	270	217	368	260	2	16	7	1	7	1	0	8	23	1	0	14	3	0	0	10
NA_peak_2467	Tb927_10_v5.1	142584	144421	.	1838	1626	7951	11469	16376	12	14	30	22	141	2	31	85	189	8	60	148	286	8	49	147
NA_peak_2468	Tb927_10_v5.1	145783	146791	.	1009	1513	2372	6339	5270	3	58	47	0	1	78	67	0	7	188	180	1	2	166	145	0
NA_peak_2469	Tb927_10_v5.1	147271	148161	.	891	202	3283	1921	3050	29	3	3	0	5	96	115	0	0	54	76	0	3	78	100	0
NA_peak_2470	Tb927_10_v5.1	165992	166997	.	1006	1760	3151	2073	1352	65	58	0	0	91	15	0	0	63	2	0	0	47	1	0	0
NA_peak_2471	Tb927_10_v5.1	169830	170205	.	376	6	22	29	20	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
NA_peak_2472	Tb927_10_v5.1	186464	186938	.	475	139	575	216	537	5	4	3	6	41	1	0	0	15	0	0	0	34	1	0	0
NA_peak_2473	Tb927_10_v5.1	189887	190734	.	848	1449	10060	11731	11698	5	7	110	71	16	0	163	320	7	2	68	378	20	1	23	369
NA_peak_2474	Tb927_10_v5.1	193972	195206	.	1235	1101	3590	1401	2060	33	5	2	32	198	7	10	116	106	2	3	74	135	8	9	79
NA_peak_2475	Tb927_10_v5.1	196227	197013	.	787	1	2	2	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2476	Tb927_10_v5.1	199828	201139	.	1312	9944	24042	17668	30597	111	22	997	613	2	0	10	44	0	0	0	29	0	0	1	3
NA_peak_2477	Tb927_10_v5.1	201986	203431	.	1446	2506	8812	7566	7605	5	59	70	5	33	163	221	17	19	134	206	7	14	150	194	9
NA_peak_2478	Tb927_10_v5.1	204088	205632	.	1545	247	1794	1355	1504	33	1	3	34	92	8	16	85	40	3	5	54	43	2	12	45
NA_peak_2479	Tb927_10_v5.1	213239	215751	.	2513	1736	2653	1609	1037	17	24	20	12	40	0	6	34	25	0	4	22	13	0	3	19
NA_peak_2480	Tb927_10_v5.1	217087	218491	.	1405	992	2792	2074	1403	8	35	28	5	45	28	31	32	42	19	14	26	35	10	15	28
NA_peak_2481	Tb927_10_v5.1	220845	221408	.	564	2260	3344	2982	1874	31	8	160	6	216	0	8	159	207	0	2	156	113	0	4	93
NA_peak_2482	Tb927_10_v5.1	224016	226431	.	2416	4843	7741	5396	2389	52	50	54	34	93	45	81	93	86	3	25	64	47	9	19	38
NA_peak_2483	Tb927_10_v5.1	234699	235705	.	1007	373	1293	456	611	6	6	20	16	7	31	22	9	2	14	14	2	1	18	23	2
NA_peak_2484	Tb927_10_v5.1	255631	257210	.	1580	2820	14935	10933	11040	31	59	66	33	64	208	264	23	40	172	188	13	32	171	202	5
NA_peak_2485	Tb927_10_v5.1	267189	268716	.	1528	13	56	14	137	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2486	Tb927_10_v5.1	270856	271882	.	1027	654	1316	365	282	14	4	10	13	23	0	3	41	9	0	3	18	2	0	0	14
NA_peak_2487	Tb927_10_v5.1	273494	274155	.	662	593	1725	2	3	3	36	0	0	0	75	0	0	0	0	0	0	0	0	0	0
NA_peak_2488	Tb927_10_v5.1	280287	280863	.	577	176	700	398	217	11	16	2	0	2	63	15	1	0	45	9	0	0	30	3	0
NA_peak_2489	Tb927_10_v5.1	282003	282952	.	950	883	3635	2406	1254	21	19	27	4	3	79	105	2	1	67	83	0	3	38	26	0
NA_peak_2490	Tb927_10_v5.1	283956	285168	.	1213	3768	2393	2855	4035	44	36	51	67	5	36	88	1	4	42	83	1	6	51	131	2
NA_peak_2491	Tb927_10_v5.1	286673	287199	.	527	79	297	216	183	2	5	0	0	9	12	0	0	3	12	0	0	4	6	0	0
NA_peak_2492	Tb927_10_v5.1	287218	288473	.	1256	1037	2641	2468	1680	28	13	12	17	13	47	73	0	8	53	84	3	4	42	52	0
NA_peak_2493	Tb927_10_v5.1	291134	291509	.	376	119	189	58	21	3	1	1	0	1	12	0	0	0	0	0	0	1	0	0	0
NA_peak_2494	Tb927_10_v5.1	291592	291911	.	320	117	185	50	20	0	0	4	6	0	0	6	0	0	0	5	0	0	0	2	0
NA_peak_2495	Tb927_10_v5.1	308886	309380	.	495	4	156	117	366	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2496	Tb927_10_v5.1	310052	312411	.	2360	196	1577	1159	969	5	2	1	2	7	38	19	0	9	42	23	0	10	21	23	0
NA_peak_2497	Tb927_10_v5.1	342346	342734	.	389	498	379	406	186	4	8	2	0	0	1	3	0	0	1	0	0	0	0	0	0
NA_peak_2498	Tb927_10_v5.1	345444	346061	.	618	149	270	414	461	0	0	6	3	0	0	0	17	0	0	6	15	0	0	5	12
NA_peak_2499	Tb927_10_v5.1	356465	356849	.	385	8	13	13	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2500	Tb927_10_v5.1	357803	358179	.	377	31	86	53	97	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2501	Tb927_10_v5.1	367446	368587	.	1142	2243	10409	6149	7436	56	48	31	17	22	257	223	2	16	176	140	0	15	171	159	0
NA_peak_2502	Tb927_10_v5.1	379575	381114	.	1540	6	254	4	259	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2503	Tb927_10_v5.1	385641	387230	.	1590	619	1218	921	596	27	3	3	15	10	29	30	0	2	26	23	2	7	17	12	1
NA_peak_2504	Tb927_10_v5.1	390585	391011	.	427	173	1018	522	710	1	11	9	13	0	9	111	1	0	2	46	0	1	9	87	1
NA_peak_2505	Tb927_10_v5.1	391225	391932	.	708	239	329	164	162	0	8	2	0	0	9	3	0	0	2	0	0	1	7	0	0
NA_peak_2506	Tb927_10_v5.1	404658	406122	.	1465	19	1335	1953	2788	0	1	0	0	8	49	38	0	10	61	58	0	12	79	85	0
NA_peak_2507	Tb927_10_v5.1	413018	414971	.	1954	2114	6791	6530	7866	17	16	22	17	45	55	84	39	60	39	73	52	102	40	78	68
NA_peak_2508	Tb927_10_v5.1	417384	423638	.	6255	5240	24637	21568	19961	56	109	116	73	26	320	483	2	8	319	465	3	4	189	260	0
NA_peak_2509	Tb927_10_v5.1	424143	425355	.	1213	1177	1972	1440	1372	48	16	0	21	46	75	0	0	40	53	0	0	30	49	0	0
NA_peak_2510	Tb927_10_v5.1	425574	426276	.	703	1554	2709	1757	1566	22	30	51	51	2	84	145	25	9	33	80	35	5	34	74	26
NA_peak_2511	Tb927_10_v5.1	438690	439671	.	982	1061	7450	2968	11	55	4	2	45	286	0	4	235	130	1	0	120	0	0	0	0
NA_peak_2512	Tb927_10_v5.1	441783	442813	.	1031	5	85	122	8	0	0	1	0	1	2	6	0	0	2	8	0	0	0	0	0
NA_peak_2513	Tb927_10_v5.1	452750	453840	.	1091	323	791	505	1184	1	0	9	10	25	0	6	40	14	0	5	34	36	0	2	62
NA_peak_2514	Tb927_10_v5.1	472727	473306	.	580	7	19	12	16	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
NA_peak_2515	Tb927_10_v5.1	474428	475071	.	644	27	48	47	38	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2516	Tb927_10_v5.1	494056	494786	.	731	46	331	190	573	0	1	3	1	11	0	1	12	6	0	0	8	26	1	1	5
NA_peak_2517	Tb927_10_v5.1	518506	519593	.	1088	296	944	743	605	15	0	4	10	22	0	4	15	19	0	4	18	6	1	6	13
NA_peak_2518	Tb927_10_v5.1	528372	529595	.	1224	1	185	404	310	0	0	0	0	3	0	0	5	10	1	2	11	10	0	2	23
NA_peak_2519	Tb927_10_v5.1	543908	544641	.	734	840	1036	521	783	8	11	3	6	5	31	0	0	3	18	0	0	2	22	1	0
NA_peak_2520	Tb927_10_v5.1	544668	545165	.	498	885	1170	1000	1659	0	0	62	8	1	0	49	33	3	0	38	88	2	0	36	154
NA_peak_2521	Tb927_10_v5.1	546219	547411	.	1193	1802	13065	24478	41561	66	20	19	76	385	2	11	400	706	5	24	762	1231	9	41	1199
NA_peak_2522	Tb927_10_v5.1	548396	549532	.	1137	1351	10032	18966	33062	35	12	20	69	308	2	9	308	546	0	28	637	998	9	33	986
NA_peak_2523	Tb927_10_v5.1	550243	551738	.	1496	932	7597	14749	26351	48	11	5	18	363	3	6	165	701	1	12	308	1214	6	21	474
NA_peak_2524	Tb927_10_v5.1	564432	565358	.	927	1839	33736	43662	55101	76	17	40	52	1149	25	13	704	1449	39	19	910	1743	45	28	1169
NA_peak_2525	Tb927_10_v5.1	565419	566247	.	829	830	1611	902	1334	3	68	59	3	0	114	74	2	0	51	26	3	1	37	46	3
NA_peak_2526	Tb927_10_v5.1	580290	582528	.	2239	706	3596	1846	1979	5	33	18	9	79	58	50	66	52	7	14	45	61	4	8	68
NA_peak_2527	Tb927_10_v5.1	591967	592406	.	440	72	200	86	57	1	1	0	2	3	0	2	3	1	0	1	1	1	0	0	1
NA_peak_2528	Tb927_10_v5.1	594086	594526	.	441	24	103	92	21	1	1	0	0	5	0	0	1	6	0	0	0	1	0	0	1
NA_peak_2529	Tb927_10_v5.1	595579	596482	.	904	1906	9811	9792	13149	71	65	57	3	10	260	359	10	6	266	343	0	6	311	436	0
NA_peak_2530	Tb927_10_v5.1	606641	607659	.	1019	1990	10408	14838	26076	136	6	6	52	438	0	11	232	529	7	11	300	854	6	38	510
NA_peak_2531	Tb927_10_v5.1	607785	609154	.	1370	1823	5010	139	57	47	3	5	45	92	7	6	105	1	3	1	2	0	1	0	0
NA_peak_2532	Tb927_10_v5.1	611919	614721	.	2803	1202	4906	4559	3984	22	11	13	21	68	8	23	68	57	7	15	53	67	21	22	47
NA_peak_2533	Tb927_10_v5.1	615417	616121	.	705	58	134	8	29	1	0	0	0	2	6	0	0	0	0	0	0	0	4	0	0
NA_peak_2534	Tb927_10_v5.1	638857	639396	.	540	1	27	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2535	Tb927_10_v5.1	650107	651981	.	1875	3182	5656	5533	4596	23	62	40	11	106	1	19	50	98	6	25	66	73	2	19	60
NA_peak_2536	Tb927_10_v5.1	653486	654011	.	526	138	199	172	173	10	8	0	0	7	2	0	0	8	0	0	0	8	1	0	0
NA_peak_2537	Tb927_10_v5.1	654285	655217	.	933	732	624	438	467	1	2	19	8	0	0	7	19	0	0	7	23	0	0	6	14
NA_peak_2538	Tb927_10_v5.1	659666	661416	.	1751	678	1716	1581	1124	9	12	10	5	51	0	6	22	44	1	7	21	33	1	2	17
NA_peak_2539	Tb927_10_v5.1	661430	662932	.	1503	920	2679	977	1194	22	6	23	23	61	6	22	85	17	4	12	51	14	0	6	51
NA_peak_2540	Tb927_10_v5.1	669326	670355	.	1030	17	207	122	237	0	0	0	0	8	1	3	5	5	2	1	4	6	0	0	4
NA_peak_2541	Tb927_10_v5.1	684016	685366	.	1351	3665	15344	12228	10960	132	8	9	96	431	0	10	270	354	0	6	214	323	0	5	201
NA_peak_2542	Tb927_10_v5.1	687733	689378	.	1646	750	3242	4253	3072	5	30	24	1	44	59	99	40	37	102	142	41	39	66	101	31
NA_peak_2543	Tb927_10_v5.1	696204	697342	.	1139	5529	22769	15983	21264	85	8	145	48	0	0	554	1	0	0	426	1	0	0	546	2
NA_peak_2544	Tb927_10_v5.1	700528	704101	.	3574	4202	14855	11888	15283	112	10	13	108	152	155	146	137	30	161	149	24	54	157	162	43
NA_peak_2545	Tb927_10_v5.1	708785	709547	.	763	1394	1963	965	81	27	29	0	0	1	64	0	0	1	38	0	0	1	5	0	0
NA_peak_2546	Tb927_10_v5.1	709636	710305	.	670	1924	2612	1375	127	0	0	48	0	0	0	124	0	0	0	69	0	0	0	0	0
NA_peak_2547	Tb927_10_v5.1	728356	729274	.	919	412	856	241	198	11	9	14	11	1	25	31	7	0	6	9	0	0	3	2	6
NA_peak_2548	Tb927_10_v5.1	735928	736394	.	467	82	123	55	68	5	1	0	0	7	0	0	0	3	0	0	0	5	0	0	0
NA_peak_2549	Tb927_10_v5.1	743316	743976	.	661	5343	6876	3878	914	168	46	74	151	189	29	42	198	143	0	1	151	32	0	0	45
NA_peak_2550	Tb927_10_v5.1	745623	746137	.	515	231	346	365	433	0	0	18	3	0	0	2	29	0	0	3	14	0	0	2	29
NA_peak_2551	Tb927_10_v5.1	747189	747947	.	759	919	1296	764	1489	16	28	1	19	52	8	6	8	36	2	0	1	53	4	0	11
NA_peak_2552	Tb927_10_v5.1	756087	756636	.	550	405	740	368	260	0	0	15	9	0	0	8	22	0	0	5	8	0	0	3	7
NA_peak_2553	Tb927_10_v5.1	759691	760622	.	932	1524	5138	2233	1654	66	32	27	59	143	102	124	113	27	70	79	31	24	63	60	18
NA_peak_2554	Tb927_10_v5.1	776319	776650	.	332	1406	1096	378	1806	112	9	0	4	3	6	0	0	0	2	0	0	0	0	1	0
NA_peak_2555	Tb927_10_v5.1	796423	798194	.	1772	1957	5808	5207	4741	38	36	17	12	164	13	36	61	170	22	24	66	138	4	15	63
NA_peak_2556	Tb927_10_v5.1	802181	802756	.	576	0	26	20	34	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0
NA_peak_2557	Tb927_10_v5.1	811756	812128	.	373	247	427	131	557	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2558	Tb927_10_v5.1	826749	827753	.	1005	813	986	452	474	14	9	0	0	9	24	0	0	4	14	0	0	6	16	0	0
NA_peak_2559	Tb927_10_v5.1	830340	832005	.	1666	953	2844	3029	3367	2	50	61	6	96	2	11	64	83	1	9	64	97	0	8	88
NA_peak_2560	Tb927_10_v5.1	839029	839916	.	888	3617	15993	8967	8775	161	1	5	217	589	12	18	555	323	20	40	322	347	28	20	297
NA_peak_2561	Tb927_10_v5.1	844801	845608	.	808	98	704	649	741	0	0	1	2	52	0	1	17	43	0	2	20	46	0	0	18
NA_peak_2562	Tb927_10_v5.1	846119	846585	.	467	2	23	26	48	0	0	0	0	0	0	1	1	0	0	2	3	0	0	1	3
NA_peak_2563	Tb927_10_v5.1	851628	852297	.	670	2147	6073	5896	2964	2	38	89	41	3	198	315	4	3	207	284	2	2	101	156	0
NA_peak_2564	Tb927_10_v5.1	854777	856468	.	1692	1999	3722	1506	819	25	40	29	17	28	85	112	20	11	26	18	15	7	15	12	2
NA_peak_2565	Tb927_10_v5.1	870682	872434	.	1753	509	5761	8600	14108	8	5	4	7	18	64	92	0	27	91	108	7	45	129	201	4
NA_peak_2566	Tb927_10_v5.1	878121	878905	.	785	41	508	370	352	0	0	0	0	5	28	20	0	3	22	12	0	12	11	24	0
NA_peak_2567	Tb927_10_v5.1	878924	880183	.	1260	27	177	85	239	0	0	3	0	5	0	2	4	3	0	0	1	12	1	1	3
NA_peak_2568	Tb927_10_v5.1	883697	885520	.	1824	245	1450	1671	2519	4	7	17	22	15	48	34	9	24	47	36	9	29	81	58	14
NA_peak_2569	Tb927_10_v5.1	893133	894144	.	1012	2928	6093	3621	1906	39	63	93	76	6	164	218	1	1	102	125	1	1	68	73	0
NA_peak_2570	Tb927_10_v5.1	899187	899523	.	337	18	19	12	15	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NA_peak_2571	Tb927_10_v5.1	902877	904312	.	1436	769	2159	1883	1733	13	5	8	13	43	2	11	51	43	4	8	50	33	0	3	40
NA_peak_2572	Tb927_10_v5.1	905996	906747	.	752	878	1841	6	562	1	57	49	0	0	90	112	0	1	0	0	0	0	29	34	0
NA_peak_2573	Tb927_10_v5.1	916268	917224	.	957	145	3961	4911	5851	6	0	1	15	92	0	6	206	140	0	4	270	140	0	8	296
NA_peak_2574	Tb927_10_v5.1	923260	924575	.	1316	26	215	152	105	1	0	2	0	7	0	1	2	5	1	3	2	2	1	2	1
NA_peak_2575	Tb927_10_v5.1	931160	932278	.	1119	761	1400	423	375	13	32	2	2	57	1	0	8	17	0	3	0	15	1	0	0
NA_peak_2576	Tb927_10_v5.1	933232	933858	.	627	155	260	242	261	1	21	0	0	7	0	0	0	14	0	0	0	15	0	0	0
NA_peak_2577	Tb927_10_v5.1	942766	944287	.	1522	1245	2686	1726	1274	8	4	3	0	6	25	1	0	0	7	0	0	1	6	0	0
NA_peak_2578	Tb927_10_v5.1	944303	944990	.	688	823	1633	1133	579	0	48	57	12	0	92	110	2	0	63	76	2	0	15	46	0
NA_peak_2579	Tb927_10_v5.1	951489	952470	.	982	8	68	60	132	0	2	0	0	0	8	5	3	0	2	4	0	0	12	1	0
NA_peak_2580	Tb927_10_v5.1	970521	972029	.	1509	2729	8047	5354	3874	4	58	66	4	2	150	157	4	2	113	110	0	0	89	71	1
NA_peak_2581	Tb927_10_v5.1	976953	978071	.	1119	440	1298	486	249	8	11	14	5	3	45	39	3	0	12	21	2	0	5	12	0
NA_peak_2582	Tb927_10_v5.1	996575	998413	.	1839	417	1836	1144	798	5	10	12	2	10	36	45	2	7	22	28	1	5	13	20	0
NA_peak_2583	Tb927_10_v5.1	1030220	1031967	.	1748	7283	25934	18233	15935	188	78	83	95	1	326	424	0	1	256	288	0	0	215	251	0
NA_peak_2584	Tb927_10_v5.1	1035183	1035936	.	754	112	231	288	96	22	0	1	10	0	11	8	0	0	1	20	0	1	2	7	0
NA_peak_2585	Tb927_10_v5.1	1035961	1036834	.	874	273	922	331	313	16	2	0	0	49	3	8	31	10	1	20	11	17	5	10	6
NA_peak_2586	Tb927_10_v5.1	1053561	1056329	.	2769	519	1821	3041	4849	3	4	4	1	0	9	11	0	2	21	6	1	6	40	39	2
NA_peak_2587	Tb927_10_v5.1	1070318	1071505	.	1188	11	14	41	9	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
