,Chromosome,Peak_Start,Peak_End,Peak_Name,UTR_Start,UTR_End,UTR_Gene_ID,UTR_Strand,UTR_Peak_overlap,Control_total,Control_F,Control_R,Treatment_total,Treatment_F,Treatment_R,Treatment_fraction_F,Treatment_fraction_R,Treatment_total_corrected_F,Treatment_total_corrected_R,download_seq,is_fully_contained
649,Tb927_06_v5.1,676474,676912,NA_peak_2101,676053,676608,Tb927.6.2090,-,134,994,44,7,3779,101,20,0.8347107438016529,0.1652892561983471,3154.371900826446,624.6280991735538,Tb927_06_v5.1:676474..676608:r,False
650,Tb927_06_v5.1,696255,697715,NA_peak_2103,696317,697319,Tb927.6.2180,+,1002,2630,18,157,22736,116,1019,0.10220264317180616,0.8977973568281938,2323.6792951541847,20412.320704845813,Tb927_06_v5.1:696317..697319:f,False
651,Tb927_06_v5.1,706768,708356,NA_peak_2105,706922,707232,Tb927.6.2230,+,310,175,6,4,1364,6,55,0.09836065573770492,0.9016393442622951,134.1639344262295,1229.8360655737704,Tb927_06_v5.1:706922..707232:f,False
652,Tb927_06_v5.1,717228,718322,NA_peak_2106,717739,718205,Tb927.6.2290,+,466,17,2,0,177,9,3,0.75,0.25,132.75,44.25,Tb927_06_v5.1:717739..718205:f,False
653,Tb927_06_v5.1,726120,727182,NA_peak_2107,726605,727079,Tb927.6.2350,+,474,13,1,1,172,7,4,0.6363636363636364,0.36363636363636365,109.45454545454545,62.54545454545455,Tb927_06_v5.1:726605..727079:f,False
654,Tb927_06_v5.1,743930,745614,NA_peak_2109,744071,744755,Tb927.6.2420,+,684,1292,20,32,6622,37,216,0.14624505928853754,0.8537549407114624,968.4347826086956,5653.565217391304,Tb927_06_v5.1:744071..744755:f,False
655,Tb927_06_v5.1,749687,750497,NA_peak_2110,749762,751467,Tb927.6.2450,+,735,170,12,7,3708,278,6,0.9788732394366197,0.021126760563380254,3629.661971830986,78.33802816901398,Tb927_06_v5.1:749762..750497:f,False
656,Tb927_06_v5.1,759037,759933,NA_peak_2113,759725,760865,Tb927.6.2490,+,208,1934,149,1,12629,787,17,0.9788557213930348,0.021144278606965217,12361.968905472637,267.03109452736373,Tb927_06_v5.1:759725..759933:f,False
657,Tb927_06_v5.1,769443,770515,NA_peak_2114,766992,770066,Tb927.6.2520,+,623,79,2,4,662,23,21,0.5227272727272727,0.4772727272727273,346.0454545454545,315.9545454545455,Tb927_06_v5.1:769443..770066:f,False
658,Tb927_06_v5.1,788192,789421,NA_peak_2119,787877,788480,Tb927.6.2590,+,288,560,14,19,3548,97,48,0.6689655172413793,0.3310344827586207,2373.4896551724137,1174.510344827586,Tb927_06_v5.1:788192..788480:f,False
660,Tb927_06_v5.1,825005,826755,NA_peak_2124,825840,826064,Tb927.6.2750,+,224,163,6,4,3033,58,69,0.4566929133858268,0.5433070866141732,1385.1496062992126,1647.8503937007872,Tb927_06_v5.1:825840..826064:f,False
661,Tb927_06_v5.1,843032,844431,NA_peak_2128,844065,844308,Tb927.6.2810,+,243,2611,169,31,18458,736,129,0.8508670520231214,0.1491329479768786,15705.304046242774,2752.695953757225,Tb927_06_v5.1:844065..844308:f,False
662,Tb927_06_v5.1,845237,847045,NA_peak_2129,845258,845299,Tb927.6.2820,+,41,2805,82,52,14091,108,457,0.1911504424778761,0.808849557522124,2693.500884955752,11397.49911504425,Tb927_06_v5.1:845258..845299:f,False
663,Tb927_06_v5.1,847477,848164,NA_peak_2130,847685,848866,Tb927.6.2830,+,479,1974,4,103,8008,15,353,0.04076086956521739,0.9592391304347826,326.4130434782609,7681.586956521739,Tb927_06_v5.1:847685..848164:f,False
664,Tb927_06_v5.1,848234,848638,NA_peak_2131,847685,848866,Tb927.6.2830,+,404,1605,2,107,5897,14,361,0.037333333333333336,0.9626666666666667,220.15466666666669,5676.845333333334,Tb927_06_v5.1:848234..848638:f,True
665,Tb927_06_v5.1,861411,863422,NA_peak_2132,862703,863143,Tb927.6.2870,+,440,1152,19,29,6806,166,51,0.7649769585253456,0.23502304147465436,5206.433179723503,1599.5668202764975,Tb927_06_v5.1:862703..863143:f,False
666,Tb927_06_v5.1,867381,869213,NA_peak_2133,867061,867755,Tb927.6.2880,+,374,3139,74,99,13132,42,372,0.10144927536231885,0.8985507246376812,1332.231884057971,11799.768115942028,Tb927_06_v5.1:867381..867755:f,False
667,Tb927_06_v5.1,875928,877373,NA_peak_2134,877138,877442,Tb927.6.2920,+,235,3760,26,228,17828,281,494,0.36258064516129035,0.6374193548387097,6464.087741935485,11363.912258064516,Tb927_06_v5.1:877138..877373:f,False
668,Tb927_06_v5.1,891992,892590,NA_peak_2135,892236,892339,Tb927.6.2990,+,103,506,7,13,2302,7,99,0.0660377358490566,0.9339622641509434,152.0188679245283,2149.9811320754716,Tb927_06_v5.1:892236..892339:f,False
669,Tb927_06_v5.1,898526,900137,NA_peak_2136,897644,898698,Tb927.6.3010,+,172,1577,58,59,14685,366,270,0.5754716981132075,0.42452830188679247,8450.801886792453,6234.198113207547,Tb927_06_v5.1:898526..898698:f,False
671,Tb927_06_v5.1,907637,909033,NA_peak_2137,907742,907921,Tb927.6.3060,+,179,4719,156,153,29240,1295,99,0.9289813486370158,0.07101865136298424,27163.414634146342,2076.5853658536594,Tb927_06_v5.1:907742..907921:f,False
672,Tb927_06_v5.1,927137,928391,NA_peak_2140,926233,927180,Tb927.6.3140,+,43,3469,33,233,22988,305,1051,0.22492625368731564,0.7750737463126843,5170.604719764012,17817.39528023599,Tb927_06_v5.1:927137..927180:f,False
673,Tb927_06_v5.1,958896,959261,NA_peak_2145,958579,959081,Tb927.6.3230,+,185,1634,110,23,6359,120,41,0.7453416149068323,0.25465838509316774,4739.627329192546,1619.3726708074537,Tb927_06_v5.1:958896..959081:f,False
674,Tb927_06_v5.1,962787,963768,NA_peak_2148,962629,962966,Tb927.6.3250,+,179,337,15,20,8064,14,470,0.028925619834710745,0.9710743801652892,233.25619834710744,7830.743801652892,Tb927_06_v5.1:962787..962966:f,False
675,Tb927_06_v5.1,971112,972601,NA_peak_2150,972277,972478,Tb927.6.3280,+,201,1866,31,44,9602,175,227,0.43532338308457713,0.5646766169154229,4179.975124378109,5422.024875621891,Tb927_06_v5.1:972277..972478:f,False
676,Tb927_06_v5.1,974457,975361,NA_peak_2151,975010,975162,Tb927.6.3300,+,152,30,0,3,360,25,0,1.0,0.0,360.0,0.0,Tb927_06_v5.1:975010..975162:f,False
677,Tb927_06_v5.1,1011032,1011884,NA_peak_2160,1010313,1011460,Tb927.6.3430,-,428,1248,13,61,8724,22,365,0.056847545219638244,0.9431524547803618,495.93798449612405,8228.062015503876,Tb927_06_v5.1:1011032..1011460:r,False
678,Tb927_06_v5.1,1015815,1017277,NA_peak_2161,1015698,1015910,Tb927.6.3450,-,95,1055,31,30,9069,154,358,0.30078125,0.69921875,2727.78515625,6341.21484375,Tb927_06_v5.1:1015815..1015910:r,False
679,Tb927_06_v5.1,1024395,1024774,NA_peak_2162,1022384,1027973,Tb927.6.3480,-,379,61,3,2,759,12,37,0.24489795918367346,0.7551020408163265,185.87755102040816,573.1224489795918,Tb927_06_v5.1:1024395..1024774:r,True
680,Tb927_06_v5.1,1025414,1025760,NA_peak_2163,1022384,1027973,Tb927.6.3480,-,346,491,27,3,1804,80,27,0.7476635514018691,0.25233644859813087,1348.785046728972,455.2149532710281,Tb927_06_v5.1:1025414..1025760:r,True
681,Tb927_06_v5.1,1030364,1031311,NA_peak_2164,1030847,1037003,Tb927.6.3490,-,464,19,2,0,245,7,0,1.0,0.0,245.0,0.0,Tb927_06_v5.1:1030847..1031311:r,False
682,Tb927_06_v5.1,1033434,1034826,NA_peak_2165,1030847,1037003,Tb927.6.3490,-,1392,239,4,16,2372,7,129,0.051470588235294115,0.9485294117647058,122.08823529411764,2249.9117647058824,Tb927_06_v5.1:1033434..1034826:r,True
683,Tb927_06_v5.1,1047554,1048325,NA_peak_2167,1047424,1047813,Tb927.6.3520,-,259,59,0,7,2516,0,239,0.0,1.0,0.0,2516.0,Tb927_06_v5.1:1047554..1047813:r,False
684,Tb927_06_v5.1,1050402,1050865,NA_peak_2168,1049990,1050571,Tb927.6.3530,-,169,104,5,1,1434,37,9,0.8043478260869565,0.19565217391304346,1153.4347826086957,280.5652173913043,Tb927_06_v5.1:1050402..1050571:r,False
685,Tb927_06_v5.1,1060532,1061519,NA_peak_2170,1060736,1060991,Tb927.6.3560,-,255,954,71,5,5744,110,32,0.7746478873239436,0.22535211267605637,4449.577464788732,1294.4225352112678,Tb927_06_v5.1:1060736..1060991:r,False
686,Tb927_06_v5.1,1067750,1068642,NA_peak_2171,1068106,1068310,Tb927.6.3580,-,204,3,0,1,197,12,0,1.0,0.0,197.0,0.0,Tb927_06_v5.1:1068106..1068310:r,False
687,Tb927_06_v5.1,1077642,1078327,NA_peak_2172,1078137,1080057,Tb927.6.3620,-,190,639,29,28,2490,22,114,0.16176470588235295,0.8382352941176471,402.79411764705884,2087.2058823529414,Tb927_06_v5.1:1078137..1078327:r,False
688,Tb927_06_v5.1,1103330,1104047,NA_peak_2177,1103412,1103442,Tb927.6.3700,-,30,1763,23,44,6604,127,158,0.4456140350877193,0.5543859649122806,2942.8350877192984,3661.1649122807016,Tb927_06_v5.1:1103412..1103442:r,False
689,Tb927_06_v5.1,1110528,1111475,NA_peak_2179,1111383,1111467,Tb927.6.3730,-,84,3409,202,3,14256,682,8,0.9884057971014493,0.011594202898550732,14090.713043478261,165.28695652173923,Tb927_06_v5.1:1111383..1111467:r,False
690,Tb927_06_v5.1,1136907,1137662,NA_peak_2184,1137164,1139326,Tb927.6.3840,-,498,762,46,50,3609,332,7,0.9793510324483776,0.020648967551622377,3534.477876106195,74.52212389380516,Tb927_06_v5.1:1137164..1137662:r,False
691,Tb927_06_v5.1,1144907,1145348,NA_peak_2186,1144535,1144968,Tb927.6.3870,-,61,594,27,21,2046,107,28,0.7925925925925926,0.20740740740740737,1621.6444444444446,424.3555555555555,Tb927_06_v5.1:1144907..1144968:r,False
692,Tb927_06_v5.1,1146147,1147139,NA_peak_2187,1145875,1147973,Tb927.6.3880,-,992,283,7,4,1698,1,59,0.016666666666666666,0.9833333333333333,28.3,1669.6999999999998,Tb927_06_v5.1:1146147..1147139:r,True
693,Tb927_06_v5.1,1147622,1148077,NA_peak_2188,1145875,1147973,Tb927.6.3880,-,351,123,6,3,487,7,22,0.2413793103448276,0.7586206896551724,117.55172413793105,369.44827586206895,Tb927_06_v5.1:1147622..1147973:r,False
694,Tb927_06_v5.1,1157507,1158787,NA_peak_2190,1158462,1158960,Tb927.6.3940,-,325,1095,27,8,6293,193,4,0.9796954314720813,0.02030456852791873,6165.223350253807,127.77664974619258,Tb927_06_v5.1:1158462..1158787:r,False
695,Tb927_06_v5.1,1168213,1168557,NA_peak_2191,1167973,1169098,Tb927.6.3990,-,344,59,1,2,230,7,0,1.0,0.0,230.0,0.0,Tb927_06_v5.1:1168213..1168557:r,True
696,Tb927_06_v5.1,1168752,1169380,NA_peak_2192,1167973,1169098,Tb927.6.3990,-,346,65,1,5,525,20,1,0.9523809523809523,0.04761904761904767,500.0,25.00000000000003,Tb927_06_v5.1:1168752..1169098:r,False
697,Tb927_06_v5.1,1173818,1174340,NA_peak_2194,1172480,1173821,Tb927.6.4000,-,3,884,27,36,3674,141,58,0.7085427135678392,0.29145728643216084,2603.185929648241,1070.814070351759,Tb927_06_v5.1:1173818..1173821:r,False
698,Tb927_06_v5.1,1178640,1178988,NA_peak_2195,1178446,1178690,Tb927.6.4040,-,50,1084,13,108,3927,93,192,0.3263157894736842,0.6736842105263158,1281.442105263158,2645.557894736842,Tb927_06_v5.1:1178640..1178690:r,False
699,Tb927_06_v5.1,1183908,1184950,NA_peak_2196,1184665,1185132,Tb927.6.4090,-,285,15,0,2,200,8,2,0.8,0.19999999999999996,160.0,39.99999999999999,Tb927_06_v5.1:1184665..1184950:r,False
700,Tb927_06_v5.1,1195779,1196763,NA_peak_2197,1195455,1196437,Tb927.6.4150,-,658,461,0,43,28050,14,1586,0.00875,0.99125,245.43750000000003,27804.5625,Tb927_06_v5.1:1195779..1196437:r,False
701,Tb927_06_v5.1,1197262,1197639,NA_peak_2198,1197218,1197349,Tb927.6.4160,-,87,1322,55,5,4656,153,5,0.9683544303797469,0.03164556962025311,4508.658227848102,147.34177215189848,Tb927_06_v5.1:1197262..1197349:r,False
702,Tb927_06_v5.1,1215662,1217066,NA_peak_2199,1216693,1217302,Tb927.6.4270,-,373,1034,28,19,6575,246,27,0.9010989010989011,0.09890109890109888,5924.725274725275,650.2747252747251,Tb927_06_v5.1:1216693..1217066:r,False
703,Tb927_06_v5.1,1233289,1235026,NA_peak_2200,1233752,1234637,Tb927.6.4390,-,885,1429,24,33,12973,444,51,0.896969696969697,0.10303030303030303,11636.387878787878,1336.612121212121,Tb927_06_v5.1:1233752..1234637:r,False
704,Tb927_06_v5.1,1238266,1239385,NA_peak_2201,1238351,1238418,Tb927.6.4400,-,67,1760,47,77,8942,132,135,0.4943820224719101,0.5056179775280899,4420.76404494382,4521.23595505618,Tb927_06_v5.1:1238351..1238418:r,False
705,Tb927_06_v5.1,1239961,1241084,NA_peak_2202,1240464,1240696,Tb927.6.4410,-,232,1557,94,32,7238,397,46,0.8961625282167043,0.10383747178329572,6486.424379232506,751.5756207674945,Tb927_06_v5.1:1240464..1240696:r,False
706,Tb927_06_v5.1,1249897,1250955,NA_peak_2205,1250369,1250573,Tb927.6.4460,-,204,1528,104,49,7113,374,46,0.8904761904761904,0.10952380952380958,6333.957142857143,779.0428571428575,Tb927_06_v5.1:1250369..1250573:r,False
707,Tb927_06_v5.1,1260367,1260754,NA_peak_2206,1260413,1261802,Tb927.6.4490,-,341,842,42,15,2711,139,6,0.9586206896551724,0.04137931034482756,2598.8206896551724,112.17931034482751,Tb927_06_v5.1:1260413..1260754:r,False
708,Tb927_06_v5.1,1266620,1267174,NA_peak_2207,1266960,1268107,Tb927.6.4530,-,214,2283,155,24,10474,293,168,0.6355748373101953,0.36442516268980474,6657.010845986985,3816.9891540130147,Tb927_06_v5.1:1266960..1267174:r,False
709,Tb927_06_v5.1,1271386,1272157,NA_peak_2208,1272117,1272858,Tb927.6.4550,-,40,248,11,7,1417,42,28,0.6,0.4,850.1999999999999,566.8000000000001,Tb927_06_v5.1:1272117..1272157:r,False
710,Tb927_06_v5.1,1275286,1276242,NA_peak_2209,1275521,1275567,Tb927.6.4560,-,46,700,5,78,4248,7,371,0.018518518518518517,0.9814814814814815,78.66666666666666,4169.333333333333,Tb927_06_v5.1:1275521..1275567:r,False
711,Tb927_06_v5.1,1297747,1298475,NA_peak_2212,1298416,1298593,Tb927.6.4640,+,59,442,17,11,2259,44,75,0.3697478991596639,0.6302521008403361,835.2605042016808,1423.7394957983192,Tb927_06_v5.1:1298416..1298475:f,False
712,Tb927_06_v5.1,1298577,1299202,NA_peak_2213,1298416,1298593,Tb927.6.4640,+,16,382,11,15,1940,22,75,0.2268041237113402,0.7731958762886598,440.0,1500.0,Tb927_06_v5.1:1298577..1298593:f,False
713,Tb927_06_v5.1,1299834,1301914,NA_peak_2214,1299873,1300610,Tb927.6.4650,+,737,1447,29,26,8048,28,118,0.1917808219178082,0.8082191780821918,1543.4520547945206,6504.54794520548,Tb927_06_v5.1:1299873..1300610:f,False
714,Tb927_06_v5.1,1309817,1310275,NA_peak_2216,1309834,1310397,Tb927.6.4700,+,441,253,17,0,2052,285,3,0.9895833333333334,0.01041666666666663,2030.625,21.374999999999925,Tb927_06_v5.1:1309834..1310275:f,False
715,Tb927_06_v5.1,1321211,1322675,NA_peak_2218,1320761,1321323,Tb927.6.4740,+,112,601,6,14,3750,33,141,0.1896551724137931,0.8103448275862069,711.2068965517241,3038.793103448276,Tb927_06_v5.1:1321211..1321323:f,False
716,Tb927_06_v5.1,1324123,1325557,NA_peak_2220,1323484,1324477,Tb927.6.4750,+,354,1305,44,29,6802,36,296,0.10843373493975904,0.891566265060241,737.566265060241,6064.433734939759,Tb927_06_v5.1:1324123..1324477:f,False
717,Tb927_06_v5.1,1327363,1328374,NA_peak_2221,1327008,1327781,Tb927.6.4760,+,418,40,2,0,593,10,41,0.19607843137254902,0.803921568627451,116.27450980392156,476.72549019607845,Tb927_06_v5.1:1327363..1327781:f,False
718,Tb927_06_v5.1,1363609,1364113,NA_peak_2225,1363665,1363677,Tb927.6.4930,+,12,425,2,54,3905,23,428,0.050997782705099776,0.9490022172949002,199.14634146341461,3705.853658536585,Tb927_06_v5.1:1363665..1363677:f,False
719,Tb927_06_v5.1,1379856,1381167,NA_peak_2226,1380309,1380563,Tb927.6.5030,+,254,2843,15,160,20393,50,932,0.05091649694501019,0.9490835030549898,1038.3401221995928,19354.659877800408,Tb927_06_v5.1:1380309..1380563:f,False
720,Tb927_06_v5.1,1412400,1413554,NA_peak_2230,1413534,1413649,Tb927.6.5150,+,20,159,11,5,1733,21,76,0.21649484536082475,0.7835051546391752,375.1855670103093,1357.8144329896907,Tb927_06_v5.1:1413534..1413554:f,False
721,Tb927_07_v5.1,38119,39977,NA_peak_2305,38153,39524,Tb927.7.200,+,1371,1142,14,33,5079,47,87,0.35074626865671643,0.6492537313432836,1781.4402985074628,3297.5597014925374,Tb927_07_v5.1:38153..39524:f,False
722,Tb927_07_v5.1,40598,41839,NA_peak_2306,41385,41797,Tb927.7.210,+,412,234,15,9,2711,68,77,0.4689655172413793,0.5310344827586206,1271.3655172413794,1439.6344827586206,Tb927_07_v5.1:41385..41797:f,False
723,Tb927_07_v5.1,47021,47345,NA_peak_2307,46988,47041,Tb927.7.250,+,20,9,0,0,142,0,9,0.0,1.0,0.0,142.0,Tb927_07_v5.1:47021..47041:f,False
724,Tb927_07_v5.1,47375,47999,NA_peak_2308,47711,47830,Tb927.7.260,+,119,106,2,3,1196,16,51,0.23880597014925373,0.7611940298507462,285.6119402985075,910.3880597014925,Tb927_07_v5.1:47711..47830:f,False
725,Tb927_07_v5.1,58161,59928,NA_peak_2309,58779,59533,Tb927.7.320,-,754,1067,23,33,9050,86,292,0.2275132275132275,0.7724867724867726,2058.994708994709,6991.005291005292,Tb927_07_v5.1:58779..59533:r,False
726,Tb927_07_v5.1,62788,63112,NA_peak_2310,62693,62822,Tb927.7.350,-,34,2196,102,62,7533,371,41,0.9004854368932039,0.09951456310679607,6783.356796116505,749.6432038834948,Tb927_07_v5.1:62788..62822:r,False
727,Tb927_07_v5.1,65060,65620,NA_peak_2312,65302,65971,Tb927.7.360,-,318,249,3,2,1147,1,7,0.125,0.875,143.375,1003.625,Tb927_07_v5.1:65302..65620:r,False
728,Tb927_07_v5.1,68743,69107,NA_peak_2314,68487,69131,Tb927.7.380,-,364,129,1,1,755,3,11,0.21428571428571427,0.7857142857142857,161.78571428571428,593.2142857142857,Tb927_07_v5.1:68743..69107:r,True
729,Tb927_07_v5.1,82498,83788,NA_peak_2319,82349,82553,Tb927.7.460,-,55,5293,93,139,53042,339,1236,0.21523809523809523,0.7847619047619048,11416.659047619047,41625.34095238095,Tb927_07_v5.1:82498..82553:r,False
730,Tb927_07_v5.1,90083,92205,NA_peak_2320,90431,90639,Tb927.7.490,-,208,8437,268,119,89869,2048,651,0.7587995553908855,0.2412004446091145,68192.5572434235,21676.44275657651,Tb927_07_v5.1:90431..90639:r,False
731,Tb927_07_v5.1,99340,100777,NA_peak_2321,100273,102081,Tb927.7.520,-,504,76,3,2,1094,4,26,0.13333333333333333,0.8666666666666667,145.86666666666667,948.1333333333333,Tb927_07_v5.1:100273..100777:r,False
732,Tb927_07_v5.1,101500,102208,NA_peak_2322,100273,102081,Tb927.7.520,-,581,118,1,2,617,6,20,0.23076923076923078,0.7692307692307692,142.3846153846154,474.6153846153846,Tb927_07_v5.1:101500..102081:r,False
733,Tb927_07_v5.1,102978,104310,NA_peak_2323,102948,103326,Tb927.7.530,-,348,470,2,27,2252,36,68,0.34615384615384615,0.6538461538461539,779.5384615384615,1472.4615384615386,Tb927_07_v5.1:102978..103326:r,False
734,Tb927_07_v5.1,110313,111510,NA_peak_2325,110464,111465,Tb927.7.550,-,1001,137,6,1,752,0,42,0.0,1.0,0.0,752.0,Tb927_07_v5.1:110464..111465:r,False
735,Tb927_07_v5.1,130269,130617,NA_peak_2328,130529,132045,Tb927.7.640,-,88,926,70,21,3088,109,53,0.6728395061728395,0.3271604938271605,2077.7283950617284,1010.2716049382716,Tb927_07_v5.1:130529..130617:r,False
736,Tb927_07_v5.1,140915,142105,NA_peak_2332,139227,140921,Tb927.7.670,-,6,314,6,9,2558,35,103,0.2536231884057971,0.7463768115942029,648.768115942029,1909.231884057971,Tb927_07_v5.1:140915..140921:r,False
737,Tb927_07_v5.1,143209,144225,NA_peak_2333,143578,144097,Tb927.7.680,-,519,613,8,37,5378,9,354,0.024793388429752067,0.9752066115702479,133.3388429752066,5244.661157024793,Tb927_07_v5.1:143578..144097:r,False
738,Tb927_07_v5.1,147475,147780,NA_peak_2334,147738,149657,Tb927.7.690,-,42,500,0,0,1866,0,0,,,,,Tb927_07_v5.1:147738..147780:r,False
739,Tb927_07_v5.1,147984,148372,NA_peak_2335,147738,149657,Tb927.7.690,-,388,567,12,24,2087,20,97,0.17094017094017094,0.829059829059829,356.7521367521368,1730.247863247863,Tb927_07_v5.1:147984..148372:r,True
740,Tb927_07_v5.1,148854,149642,NA_peak_2336,147738,149657,Tb927.7.690,-,788,878,33,14,3945,14,89,0.13592233009708737,0.8640776699029127,536.2135922330096,3408.7864077669906,Tb927_07_v5.1:148854..149642:r,True
741,Tb927_07_v5.1,175931,177616,NA_peak_2342,176871,177065,Tb927.7.780,-,194,1555,74,11,21870,813,24,0.9713261648745519,0.028673835125448077,21242.90322580645,627.0967741935494,Tb927_07_v5.1:176871..177065:r,False
742,Tb927_07_v5.1,183541,185922,NA_peak_2343,183327,184356,Tb927.7.810,-,815,8813,102,164,42381,311,815,0.2761989342806394,0.7238010657193605,11705.587033747779,30675.412966252217,Tb927_07_v5.1:183541..184356:r,False
743,Tb927_07_v5.1,199622,200640,NA_peak_2347,200147,200527,Tb927.7.840,-,380,2001,67,9,28654,628,5,0.9921011058451816,0.00789889415481837,28427.665086887835,226.33491311216557,Tb927_07_v5.1:200147..200527:r,False
744,Tb927_07_v5.1,202051,203085,NA_peak_2348,202507,203151,Tb927.7.860,-,578,1446,100,30,6599,204,243,0.4563758389261745,0.5436241610738255,3011.6241610738257,3587.3758389261743,Tb927_07_v5.1:202507..203085:r,False
745,Tb927_07_v5.1,212101,212936,NA_peak_2349,212860,213069,Tb927.7.910,-,76,122,3,3,882,18,25,0.4186046511627907,0.5813953488372092,369.2093023255814,512.7906976744185,Tb927_07_v5.1:212860..212936:r,False
746,Tb927_07_v5.1,236950,237940,NA_peak_2358,237159,237668,Tb927.7.930,+,509,7042,226,107,28337,51,1376,0.035739313244569026,0.964260686755431,1012.7449194113525,27324.255080588646,Tb927_07_v5.1:237159..237668:f,False
747,Tb927_07_v5.1,274785,275229,NA_peak_2366,274922,275090,Tb927.7.1070,+,168,32,2,1,207,1,1,0.5,0.5,103.5,103.5,Tb927_07_v5.1:274922..275090:f,False
748,Tb927_07_v5.1,276320,276740,NA_peak_2367,276491,276628,Tb927.7.1080,+,137,280,16,10,1482,18,43,0.29508196721311475,0.7049180327868853,437.3114754098361,1044.688524590164,Tb927_07_v5.1:276491..276628:f,False
749,Tb927_07_v5.1,285604,287699,NA_peak_2369,287605,287675,Tb927.7.1100,+,70,2649,61,40,18945,320,310,0.5079365079365079,0.4920634920634921,9622.857142857143,9322.142857142857,Tb927_07_v5.1:287605..287675:f,False
750,Tb927_07_v5.1,298010,299693,NA_peak_2371,298571,298660,Tb927.7.1160,+,89,0,0,0,440,2,0,1.0,0.0,440.0,0.0,Tb927_07_v5.1:298571..298660:f,False
752,Tb927_07_v5.1,301088,302044,NA_peak_2372,301451,301657,Tb927.7.1180,+,206,1092,75,9,6505,338,131,0.720682302771855,0.27931769722814503,4688.038379530916,1816.9616204690835,Tb927_07_v5.1:301451..301657:f,False
753,Tb927_07_v5.1,326636,327275,NA_peak_2375,326406,327073,Tb927.7.1250,+,437,1729,33,104,7181,100,260,0.2777777777777778,0.7222222222222222,1994.7222222222224,5186.277777777777,Tb927_07_v5.1:326636..327073:f,False
754,Tb927_07_v5.1,330830,331835,NA_peak_2376,330628,331294,Tb927.7.1270,+,464,1379,34,113,5914,100,365,0.21505376344086022,0.7849462365591398,1271.8279569892472,4642.1720430107525,Tb927_07_v5.1:330830..331294:f,False
755,Tb927_07_v5.1,333767,335536,NA_peak_2378,333947,334390,Tb927.7.1290,+,443,3943,13,177,48433,11,1450,0.007529089664613279,0.9924709103353867,364.65639972621494,48068.34360027379,Tb927_07_v5.1:333947..334390:f,False
756,Tb927_07_v5.1,341253,341931,NA_peak_2380,341754,342005,Tb927.7.1320,+,177,2998,22,203,10545,16,682,0.022922636103151862,0.9770773638968482,241.71919770773638,10303.280802292264,Tb927_07_v5.1:341754..341931:f,False
757,Tb927_07_v5.1,342851,343417,NA_peak_2381,343297,343433,Tb927.7.1330,+,120,1951,31,65,8325,80,267,0.23054755043227665,0.7694524495677233,1919.308357348703,6405.691642651296,Tb927_07_v5.1:343297..343417:f,False
758,Tb927_07_v5.1,358040,359432,NA_peak_2385,359224,359442,Tb927.7.1410,+,208,2623,5,131,25013,69,974,0.06615532118887824,0.9338446788111218,1654.7430488974112,23358.25695110259,Tb927_07_v5.1:359224..359432:f,False
759,Tb927_07_v5.1,369029,370660,NA_peak_2388,369179,369499,Tb927.7.1440,+,320,1821,84,50,10516,111,406,0.21470019342359767,0.7852998065764023,2257.787234042553,8258.212765957447,Tb927_07_v5.1:369179..369499:f,False
761,Tb927_07_v5.1,377002,378003,NA_peak_2390,377318,377799,Tb927.7.1480,+,481,196,7,2,2079,34,27,0.5573770491803278,0.4426229508196722,1158.7868852459014,920.2131147540985,Tb927_07_v5.1:377318..377799:f,False
762,Tb927_07_v5.1,378689,379389,NA_peak_2391,378672,378910,Tb927.7.1490,+,221,5,0,0,282,0,18,0.0,1.0,0.0,282.0,Tb927_07_v5.1:378689..378910:f,False
763,Tb927_07_v5.1,379783,380642,NA_peak_2392,379948,380266,Tb927.7.1500,+,318,154,3,7,1402,25,61,0.29069767441860467,0.7093023255813953,407.55813953488376,994.4418604651162,Tb927_07_v5.1:379948..380266:f,False
764,Tb927_07_v5.1,380947,382914,NA_peak_2393,382351,382479,Tb927.7.1510,+,128,2091,42,83,19594,344,312,0.524390243902439,0.47560975609756095,10274.90243902439,9319.09756097561,Tb927_07_v5.1:382351..382479:f,False
765,Tb927_07_v5.1,387921,388689,NA_peak_2394,387856,388203,Tb927.7.1550,+,282,2664,1,194,10395,8,646,0.012232415902140673,0.9877675840978594,127.1559633027523,10267.844036697248,Tb927_07_v5.1:387921..388203:f,False
766,Tb927_07_v5.1,402484,403570,NA_peak_2397,401249,402490,Tb927.7.1590,+,6,81,4,1,410,2,19,0.09523809523809523,0.9047619047619048,39.047619047619044,370.95238095238096,Tb927_07_v5.1:402484..402490:f,False
767,Tb927_07_v5.1,407911,408981,NA_peak_2399,408135,408307,Tb927.7.1620,+,172,36,2,1,771,31,3,0.9117647058823529,0.08823529411764708,702.9705882352941,68.0294117647059,Tb927_07_v5.1:408135..408307:f,False
768,Tb927_07_v5.1,410920,412711,NA_peak_2400,411349,411720,Tb927.7.1640,+,371,838,22,24,9736,98,269,0.2670299727520436,0.7329700272479565,2599.8038147138964,7136.196185286104,Tb927_07_v5.1:411349..411720:f,False
769,Tb927_07_v5.1,417274,417842,NA_peak_2403,417648,417838,Tb927.7.1660,+,190,305,10,2,1214,17,29,0.3695652173913043,0.6304347826086957,448.65217391304344,765.3478260869565,Tb927_07_v5.1:417648..417838:f,False
